Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID
3600,ko04060//Cytokine-cytokine receptor interaction;ko05200//Pathways in cancer;ko05323//Rheumatoid arthritis;ko05166//Human T-cell leukemia virus 1 infection;ko04672//Intestinal immune network for IgA production;ko04630//Jak-STAT signaling pathway;ko04668//TNF signaling pathway;ko05168//Herpes simplex infection,Immune system;Immune diseases;Signaling molecules and interaction;Cancers: Overview;Signal transduction;Infectious diseases: Viral,Human Diseases;Organismal Systems;Environmental Information Processing,IL15
3601,ko04060//Cytokine-cytokine receptor interaction;ko04630//Jak-STAT signaling pathway;ko05166//Human T-cell leukemia virus 1 infection;ko04672//Intestinal immune network for IgA production;ko05200//Pathways in cancer,Immune system;Signal transduction;Cancers: Overview;Signaling molecules and interaction;Infectious diseases: Viral,Environmental Information Processing;Human Diseases;Organismal Systems,IL15RA
3603,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,IL16
3627,ko04623//Cytosolic DNA-sensing pathway;ko05164//Influenza A;ko04062//Chemokine signaling pathway;ko05160//Hepatitis C;ko04657//IL-17 signaling pathway;ko04622//RIG-I-like receptor signaling pathway;ko04668//TNF signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04620//Toll-like receptor signaling pathway;ko05169//Epstein-Barr virus infection,Infectious diseases: Viral;Signal transduction;Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems;Human Diseases,CXCL10
3791,ko05418//Fluid shear stress and atherosclerosis;ko04010//MAPK signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko05205//Proteoglycans in cancer;ko04370//VEGF signaling pathway;ko04510//Focal adhesion;ko04015//Rap1 signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04014//Ras signaling pathway,Cancers: Overview;Drug resistance: Antineoplastic;Cardiovascular diseases;Signal transduction;Cellular community - eukaryotes,Environmental Information Processing;Cellular Processes;Human Diseases,KDR
388372,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04623//Cytosolic DNA-sensing pathway;ko04620//Toll-like receptor signaling pathway;ko05132//Salmonella infection;ko05163//Human cytomegalovirus infection;ko04064//NF-kappa B signaling pathway,Infectious diseases: Viral;Infectious diseases: Bacterial;Signal transduction;Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems;Human Diseases,CCL4L1
3953,ko04080//Neuroactive ligand-receptor interaction;ko04920//Adipocytokine signaling pathway;ko04152//AMPK signaling pathway;ko04630//Jak-STAT signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04932//Non-alcoholic fatty liver disease (NAFLD),Endocrine system;Signaling molecules and interaction;Signal transduction;Endocrine and metabolic diseases,Environmental Information Processing;Human Diseases;Organismal Systems,LEPR
401115,ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05146//Amoebiasis;ko04974//Protein digestion and absorption;ko04611//Platelet activation;ko04926//Relaxin signaling pathway,Digestive system;Endocrine and metabolic diseases;Immune system;Infectious diseases: Parasitic;Endocrine system,Human Diseases;Organismal Systems,C4orf48
4050,ko05323//Rheumatoid arthritis;ko04064//NF-kappa B signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction;Immune diseases;Signal transduction,Environmental Information Processing;Human Diseases,LTB
4267,ko04514//Cell adhesion molecules (CAMs);ko04670//Leukocyte transendothelial migration,Signaling molecules and interaction;Immune system,Organismal Systems;Environmental Information Processing,CD99
4313,ko04933//AGE-RAGE signaling pathway in diabetic complications;ko01522//Endocrine resistance;ko04912//GnRH signaling pathway;ko05200//Pathways in cancer;ko05219//Bladder cancer;ko04926//Relaxin signaling pathway;ko04670//Leukocyte transendothelial migration;ko04915//Estrogen signaling pathway;ko05205//Proteoglycans in cancer;ko05418//Fluid shear stress and atherosclerosis,Immune system;Endocrine and metabolic diseases;Cancers: Overview;Cancers: Specific types;Cardiovascular diseases;Endocrine system;Drug resistance: Antineoplastic,Human Diseases;Organismal Systems,MMP2
4332,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,MNDA
4689,ko05140//Leishmaniasis;ko04380//Osteoclast differentiation;ko04145//Phagosome;ko04670//Leukocyte transendothelial migration,Infectious diseases: Parasitic;Development;Immune system;Transport and catabolism,Cellular Processes;Organismal Systems;Human Diseases,NCF4
4940,ko05164//Influenza A;ko05160//Hepatitis C;ko04621//NOD-like receptor signaling pathway;ko05168//Herpes simplex infection;ko05169//Epstein-Barr virus infection;ko05162//Measles,Immune system;Infectious diseases: Viral,Organismal Systems;Human Diseases,OAS3
5010,ko04670//Leukocyte transendothelial migration;ko04530//Tight junction;ko04514//Cell adhesion molecules (CAMs);ko05160//Hepatitis C,Immune system;Signaling molecules and interaction;Cellular community - eukaryotes;Infectious diseases: Viral,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,CLDN11
5054,ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04610//Complement and coagulation cascades;ko05142//Chagas disease (American trypanosomiasis);ko04371//Apelin signaling pathway;ko04218//Cellular senescence;ko04390//Hippo signaling pathway;ko04115//p53 signaling pathway;ko04066//HIF-1 signaling pathway,Endocrine and metabolic diseases;Infectious diseases: Parasitic;Signal transduction;Immune system;Cell growth and death,Human Diseases;Cellular Processes;Environmental Information Processing;Organismal Systems,SERPINE1
51162,ko04512//ECM-receptor interaction;ko04926//Relaxin signaling pathway;ko05224//Breast cancer;ko04974//Protein digestion and absorption;ko04919//Thyroid hormone signaling pathway;ko05222//Small cell lung cancer;ko04510//Focal adhesion;ko05168//Herpes simplex infection;ko04330//Notch signaling pathway;ko04658//Th1 and Th2 cell differentiation;ko05146//Amoebiasis;ko05016//Huntington disease;ko04320//Dorso-ventral axis formation;ko05206//MicroRNAs in cancer;ko03022//Basal transcription factors;ko04151//PI3K-Akt signaling pathway;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05020//Prion diseases;ko05200//Pathways in cancer;ko01522//Endocrine resistance;ko05165//Human papillomavirus infection,Development;Cancers: Overview;Transcription;Immune system;Endocrine and metabolic diseases;Digestive system;Cellular community - eukaryotes;Infectious diseases: Parasitic;Signaling molecules and interaction;Drug resistance: Antineoplastic;Infectious diseases: Viral;Neurodegenerative diseases;Endocrine system;Signal transduction;Cancers: Specific types,Genetic Information Processing;Human Diseases;Cellular Processes;Organismal Systems;Environmental Information Processing,EGFL7
51466,ko04810//Regulation of actin cytoskeleton;ko04015//Rap1 signaling pathway;ko04510//Focal adhesion;ko04666//Fc gamma R-mediated phagocytosis;ko04611//Platelet activation;ko04670//Leukocyte transendothelial migration;ko04530//Tight junction;ko04360//Axon guidance;ko04022//cGMP-PKG signaling pathway,Cellular community - eukaryotes;Development;Signal transduction;Cell motility;Immune system,Cellular Processes;Environmental Information Processing;Organismal Systems,EVL
51554,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,ACKR4
5156,ko05230//Central carbon metabolism in cancer;ko04151//PI3K-Akt signaling pathway;ko05163//Human cytomegalovirus infection;ko04630//Jak-STAT signaling pathway;ko04010//MAPK signaling pathway;ko04014//Ras signaling pathway;ko05206//MicroRNAs in cancer;ko04015//Rap1 signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko05215//Prostate cancer;ko05200//Pathways in cancer;ko04020//Calcium signaling pathway;ko05214//Glioma;ko04540//Gap junction;ko04510//Focal adhesion;ko05218//Melanoma;ko04810//Regulation of actin cytoskeleton;ko04072//Phospholipase D signaling pathway;ko04144//Endocytosis;ko05231//Choline metabolism in cancer,Cancers: Specific types;Signal transduction;Cellular community - eukaryotes;Cell motility;Transport and catabolism;Infectious diseases: Viral;Cancers: Overview;Drug resistance: Antineoplastic,Cellular Processes;Environmental Information Processing;Human Diseases,PDGFRA
5157,ko04510//Focal adhesion;ko04370//VEGF signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04015//Rap1 signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04010//MAPK signaling pathway;ko05205//Proteoglycans in cancer;ko04014//Ras signaling pathway;ko05418//Fluid shear stress and atherosclerosis,Cardiovascular diseases;Cellular community - eukaryotes;Signal transduction;Drug resistance: Antineoplastic;Cancers: Overview,Human Diseases;Environmental Information Processing;Cellular Processes,PDGFRL
5175,ko05144//Malaria;ko04670//Leukocyte transendothelial migration;ko05418//Fluid shear stress and atherosclerosis;ko04514//Cell adhesion molecules (CAMs),Infectious diseases: Parasitic;Signaling molecules and interaction;Immune system;Cardiovascular diseases,Human Diseases;Environmental Information Processing;Organismal Systems,PECAM1
5228,ko04015//Rap1 signaling pathway;ko04014//Ras signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04010//MAPK signaling pathway;ko05200//Pathways in cancer;ko04510//Focal adhesion,Cancers: Overview;Signal transduction;Cellular community - eukaryotes,Cellular Processes;Human Diseases;Environmental Information Processing,PGF
5328,ko05215//Prostate cancer;ko05205//Proteoglycans in cancer;ko04610//Complement and coagulation cascades;ko05202//Transcriptional misregulation in cancer;ko04064//NF-kappa B signaling pathway;ko05206//MicroRNAs in cancer,Cancers: Overview;Signal transduction;Immune system;Cancers: Specific types,Environmental Information Processing;Human Diseases;Organismal Systems,PLAU
54,ko04142//Lysosome;ko05323//Rheumatoid arthritis;ko04380//Osteoclast differentiation;ko00740//Riboflavin metabolism;ko01100//Metabolic pathways,Immune diseases;Global and overview maps;Development;Transport and catabolism;Metabolism of cofactors and vitamins,Human Diseases;Metabolism;Organismal Systems;Cellular Processes,ACP5
54331,ko04926//Relaxin signaling pathway;ko04371//Apelin signaling pathway;ko05034//Alcoholism;ko04727//GABAergic synapse;ko04062//Chemokine signaling pathway;ko04724//Glutamatergic synapse;ko05200//Pathways in cancer;ko04151//PI3K-Akt signaling pathway;ko05163//Human cytomegalovirus infection;ko04728//Dopaminergic synapse;ko05170//Human immunodeficiency virus 1 infection;ko05032//Morphine addiction;ko04725//Cholinergic synapse;ko04726//Serotonergic synapse;ko04713//Circadian entrainment;ko04723//Retrograde endocannabinoid signaling;ko05167//Kaposi sarcoma-associated herpesvirus infection;ko04014//Ras signaling pathway,Substance dependence;Cancers: Overview;Nervous system;Immune system;Infectious diseases: Viral;Signal transduction;Environmental adaptation;Endocrine system,Human Diseases;Environmental Information Processing;Organismal Systems,GNG2
55679,ko04390//Hippo signaling pathway;ko05205//Proteoglycans in cancer;ko04062//Chemokine signaling pathway;ko04810//Regulation of actin cytoskeleton;ko05170//Human immunodeficiency virus 1 infection;ko04670//Leukocyte transendothelial migration;ko04370//VEGF signaling pathway;ko05100//Bacterial invasion of epithelial cells;ko04360//Axon guidance;ko04392//Hippo signaling pathway - multiple species;ko04510//Focal adhesion;ko05163//Human cytomegalovirus infection;ko04391//Hippo signaling pathway - fly;ko05203//Viral carcinogenesis;ko05165//Human papillomavirus infection,Cellular community - eukaryotes;Development;Cell motility;Infectious diseases: Viral;Infectious diseases: Bacterial;Signal transduction;Cancers: Overview;Immune system,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,LIMS2
5595,"ko05215//Prostate cancer;ko05219//Bladder cancer;ko05170//Human immunodeficiency virus 1 infection;ko05140//Leishmaniasis;ko04659//Th17 cell differentiation;ko05223//Non-small cell lung cancer;ko05200//Pathways in cancer;ko04650//Natural killer cell mediated cytotoxicity;ko04914//Progesterone-mediated oocyte maturation;ko04910//Insulin signaling pathway;ko04930//Type II diabetes mellitus;ko04960//Aldosterone-regulated sodium reabsorption;ko04012//ErbB signaling pathway;ko04625//C-type lectin receptor signaling pathway;ko05210//Colorectal cancer;ko04218//Cellular senescence;ko05145//Toxoplasmosis;ko04151//PI3K-Akt signaling pathway;ko01522//Endocrine resistance;ko04726//Serotonergic synapse;ko04912//GnRH signaling pathway;ko04540//Gap junction;ko04350//TGF-beta signaling pathway;ko04621//NOD-like receptor signaling pathway;ko04713//Circadian entrainment;ko04730//Long-term depression;ko04611//Platelet activation;ko04371//Apelin signaling pathway;ko04022//cGMP-PKG signaling pathway;ko04662//B cell receptor signaling pathway;ko05034//Alcoholism;ko05220//Chronic myeloid leukemia;ko05224//Breast cancer;ko05164//Influenza A;ko04360//Axon guidance;ko04810//Regulation of actin cytoskeleton;ko04666//Fc gamma R-mediated phagocytosis;ko04510//Focal adhesion;ko04915//Estrogen signaling pathway;ko04270//Vascular smooth muscle contraction;ko04380//Osteoclast differentiation;ko04214//Apoptosis - fly;ko04724//Glutamatergic synapse;ko04320//Dorso-ventral axis formation;ko04114//Oocyte meiosis;ko04723//Retrograde endocannabinoid signaling;ko05216//Thyroid cancer;ko05167//Kaposi sarcoma-associated herpesvirus infection;ko05010//Alzheimer disease;ko05230//Central carbon metabolism in cancer;ko04024//cAMP signaling pathway;ko05163//Human cytomegalovirus infection;ko04520//Adherens junction;ko05231//Choline metabolism in cancer;ko04919//Thyroid hormone signaling pathway;ko04934//Cushing syndrome;ko05226//Gastric cancer;ko05020//Prion diseases;ko04917//Prolactin signaling pathway;ko04015//Rap1 signaling pathway;ko04658//Th1 and Th2 cell differentiation;ko04668//TNF signaling pathway;ko05211//Renal cell carcinoma;ko05161//Hepatitis B;ko04620//Toll-like receptor signaling pathway;ko04210//Apoptosis;ko05205//Proteoglycans in cancer;ko05218//Melanoma;ko01524//Platinum drug resistance;ko04657//IL-17 signaling pathway;ko04140//Autophagy - animal;ko04013//MAPK signaling pathway - fly;ko05132//Salmonella infection;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04921//Oxytocin signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04916//Melanogenesis;ko04370//VEGF signaling pathway;ko05213//Endometrial cancer;ko05166//Human T-cell leukemia virus 1 infection;ko04722//Neurotrophin signaling pathway;ko05212//Pancreatic cancer;ko04014//Ras signaling pathway;ko04071//Sphingolipid signaling pathway;ko04062//Chemokine signaling pathway;ko04150//mTOR signaling pathway;ko04072//Phospholipase D signaling pathway;ko04068//FoxO signaling pathway;ko05225//Hepatocellular carcinoma;ko04926//Relaxin signaling pathway;ko05133//Pertussis;ko05152//Tuberculosis;ko04066//HIF-1 signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko04261//Adrenergic signaling in cardiomyocytes;ko05160//Hepatitis C;ko05214//Glioma;ko05165//Human papillomavirus infection;ko05131//Shigellosis;ko04664//Fc epsilon RI signaling pathway;ko04720//Long-term potentiation;ko04660//T cell receptor signaling pathway;ko04010//MAPK signaling pathway;ko05221//Acute myeloid leukemia;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04725//Cholinergic synapse;ko05203//Viral carcinogenesis;ko04928//Parathyroid hormone synthesis, secretion and action",Environmental adaptation;Cellular community - eukaryotes;Endocrine and metabolic diseases;Infectious diseases: Viral;Drug resistance: Antineoplastic;Substance dependence;Cell motility;Endocrine system;Signal transduction;Circulatory system;Cancers: Overview;Excretory system;Immune system;Cancers: Specific types;Transport and catabolism;Development;Nervous system;Infectious diseases: Bacterial;Cell growth and death;Neurodegenerative diseases;Infectious diseases: Parasitic,Human Diseases;Cellular Processes;Organismal Systems;Environmental Information Processing,MAPK3
57007,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,ACKR3
57480,ko04062//Chemokine signaling pathway;ko04530//Tight junction;ko04015//Rap1 signaling pathway;ko04810//Regulation of actin cytoskeleton;ko04024//cAMP signaling pathway;ko05205//Proteoglycans in cancer;ko04014//Ras signaling pathway,Immune system;Cellular community - eukaryotes;Cell motility;Signal transduction;Cancers: Overview,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,PLEKHG1
57863,ko04514//Cell adhesion molecules (CAMs);ko05144//Malaria,Signaling molecules and interaction;Infectious diseases: Parasitic,Environmental Information Processing;Human Diseases,CADM3
58494,ko04670//Leukocyte transendothelial migration;ko04530//Tight junction;ko04514//Cell adhesion molecules (CAMs);ko05120//Epithelial cell signaling in Helicobacter pylori infection,Signaling molecules and interaction;Infectious diseases: Bacterial;Immune system;Cellular community - eukaryotes,Environmental Information Processing;Organismal Systems;Cellular Processes;Human Diseases,JAM2
5880,ko04810//Regulation of actin cytoskeleton;ko04062//Chemokine signaling pathway;ko05231//Choline metabolism in cancer;ko04310//Wnt signaling pathway;ko04014//Ras signaling pathway;ko04664//Fc epsilon RI signaling pathway;ko04670//Leukocyte transendothelial migration;ko04370//VEGF signaling pathway;ko04071//Sphingolipid signaling pathway;ko04520//Adherens junction;ko04510//Focal adhesion;ko04010//MAPK signaling pathway;ko04024//cAMP signaling pathway;ko04015//Rap1 signaling pathway;ko05212//Pancreatic cancer;ko05163//Human cytomegalovirus infection;ko05416//Viral myocarditis;ko04666//Fc gamma R-mediated phagocytosis;ko04662//B cell receptor signaling pathway;ko05170//Human immunodeficiency virus 1 infection;ko04650//Natural killer cell mediated cytotoxicity;ko04360//Axon guidance;ko05200//Pathways in cancer;ko05418//Fluid shear stress and atherosclerosis;ko05210//Colorectal cancer,Cellular community - eukaryotes;Infectious diseases: Viral;Immune system;Cancers: Overview;Signal transduction;Cell motility;Development;Cancers: Specific types;Cardiovascular diseases,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,RAC2
59082,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,CARD18
6237,ko04137//Mitophagy - animal;ko04140//Autophagy - animal;ko04371//Apelin signaling pathway;ko04010//MAPK signaling pathway;ko04218//Cellular senescence;ko05205//Proteoglycans in cancer;ko04360//Axon guidance;ko04015//Rap1 signaling pathway;ko04024//cAMP signaling pathway;ko04072//Phospholipase D signaling pathway;ko04810//Regulation of actin cytoskeleton;ko04014//Ras signaling pathway;ko04625//C-type lectin receptor signaling pathway,Transport and catabolism;Signal transduction;Cancers: Overview;Immune system;Cell growth and death;Development;Cell motility,Cellular Processes;Human Diseases;Environmental Information Processing;Organismal Systems,RRAS
6347,ko05168//Herpes simplex infection;ko04621//NOD-like receptor signaling pathway;ko05163//Human cytomegalovirus infection;ko05323//Rheumatoid arthritis;ko04657//IL-17 signaling pathway;ko05144//Malaria;ko04060//Cytokine-cytokine receptor interaction;ko05142//Chagas disease (American trypanosomiasis);ko05418//Fluid shear stress and atherosclerosis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04668//TNF signaling pathway;ko05164//Influenza A;ko04062//Chemokine signaling pathway,Infectious diseases: Viral;Immune diseases;Endocrine and metabolic diseases;Cardiovascular diseases;Signaling molecules and interaction;Signal transduction;Immune system;Infectious diseases: Parasitic,Human Diseases;Organismal Systems;Environmental Information Processing,CCL2
6348,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04620//Toll-like receptor signaling pathway;ko05323//Rheumatoid arthritis;ko05142//Chagas disease (American trypanosomiasis);ko05132//Salmonella infection;ko05163//Human cytomegalovirus infection,Infectious diseases: Parasitic;Infectious diseases: Viral;Infectious diseases: Bacterial;Immune system;Immune diseases;Signaling molecules and interaction,Human Diseases;Organismal Systems;Environmental Information Processing,CCL3
6349,ko05163//Human cytomegalovirus infection;ko04060//Cytokine-cytokine receptor interaction;ko05132//Salmonella infection;ko04062//Chemokine signaling pathway;ko05323//Rheumatoid arthritis;ko04620//Toll-like receptor signaling pathway;ko05142//Chagas disease (American trypanosomiasis),Infectious diseases: Bacterial;Immune diseases;Signaling molecules and interaction;Immune system;Infectious diseases: Viral;Infectious diseases: Parasitic,Human Diseases;Environmental Information Processing;Organismal Systems,CCL3L1
6351,ko04060//Cytokine-cytokine receptor interaction;ko05163//Human cytomegalovirus infection;ko04062//Chemokine signaling pathway;ko04064//NF-kappa B signaling pathway;ko05132//Salmonella infection;ko04623//Cytosolic DNA-sensing pathway;ko04620//Toll-like receptor signaling pathway,Signal transduction;Immune system;Infectious diseases: Bacterial;Infectious diseases: Viral;Signaling molecules and interaction,Organismal Systems;Human Diseases;Environmental Information Processing,CCL4
6352,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04621//NOD-like receptor signaling pathway;ko04623//Cytosolic DNA-sensing pathway;ko05120//Epithelial cell signaling in Helicobacter pylori infection;ko05142//Chagas disease (American trypanosomiasis);ko05020//Prion diseases;ko05168//Herpes simplex infection;ko05164//Influenza A;ko05163//Human cytomegalovirus infection;ko04620//Toll-like receptor signaling pathway;ko04668//TNF signaling pathway;ko05323//Rheumatoid arthritis,Neurodegenerative diseases;Infectious diseases: Viral;Signaling molecules and interaction;Infectious diseases: Parasitic;Immune system;Immune diseases;Signal transduction;Infectious diseases: Bacterial,Organismal Systems;Human Diseases;Environmental Information Processing,CCL5
6355,ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,CCL8
6357,ko04064//NF-kappa B signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway,Signaling molecules and interaction;Immune system;Signal transduction,Environmental Information Processing;Organismal Systems,CCL13
6358,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway,Signaling molecules and interaction;Immune system,Environmental Information Processing;Organismal Systems,CCL14
6363,ko04064//NF-kappa B signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway,Signaling molecules and interaction;Signal transduction;Immune system,Organismal Systems;Environmental Information Processing,CCL19
6364,ko04062//Chemokine signaling pathway;ko04657//IL-17 signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko05323//Rheumatoid arthritis;ko04668//TNF signaling pathway,Immune diseases;Immune system;Signaling molecules and interaction;Signal transduction,Environmental Information Processing;Human Diseases;Organismal Systems,CCL20
6366,ko04064//NF-kappa B signaling pathway;ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signal transduction;Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,CCL21
6368,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway,Signaling molecules and interaction;Immune system,Organismal Systems;Environmental Information Processing,CCL23
6387,ko04060//Cytokine-cytokine receptor interaction;ko05163//Human cytomegalovirus infection;ko04360//Axon guidance;ko04810//Regulation of actin cytoskeleton;ko05200//Pathways in cancer;ko04670//Leukocyte transendothelial migration;ko04672//Intestinal immune network for IgA production;ko04062//Chemokine signaling pathway;ko04064//NF-kappa B signaling pathway;ko05323//Rheumatoid arthritis,Cancers: Overview;Infectious diseases: Viral;Signal transduction;Immune system;Development;Signaling molecules and interaction;Immune diseases;Cell motility,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,CXCL12
6401,ko05418//Fluid shear stress and atherosclerosis;ko04514//Cell adhesion molecules (CAMs);ko05144//Malaria;ko05143//African trypanosomiasis;ko04668//TNF signaling pathway;ko04933//AGE-RAGE signaling pathway in diabetic complications,Endocrine and metabolic diseases;Signaling molecules and interaction;Infectious diseases: Parasitic;Signal transduction;Cardiovascular diseases,Human Diseases;Environmental Information Processing,SELE
64092,ko04015//Rap1 signaling pathway;ko04722//Neurotrophin signaling pathway;ko05206//MicroRNAs in cancer;ko04666//Fc gamma R-mediated phagocytosis;ko04062//Chemokine signaling pathway;ko04510//Focal adhesion;ko05211//Renal cell carcinoma;ko05100//Bacterial invasion of epithelial cells;ko05170//Human immunodeficiency virus 1 infection;ko04012//ErbB signaling pathway;ko05131//Shigellosis;ko04810//Regulation of actin cytoskeleton;ko05220//Chronic myeloid leukemia;ko05163//Human cytomegalovirus infection;ko05200//Pathways in cancer;ko04010//MAPK signaling pathway;ko04910//Insulin signaling pathway,Nervous system;Endocrine system;Signal transduction;Cancers: Specific types;Infectious diseases: Viral;Infectious diseases: Bacterial;Cellular community - eukaryotes;Cell motility;Immune system;Cancers: Overview,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,SAMSN1
641700,ko04623//Cytosolic DNA-sensing pathway;ko04621//NOD-like receptor signaling pathway;ko04622//RIG-I-like receptor signaling pathway;ko05163//Human cytomegalovirus infection;ko05170//Human immunodeficiency virus 1 infection,Infectious diseases: Viral;Immune system,Human Diseases;Organismal Systems,ECSCR
658,ko04013//MAPK signaling pathway - fly;ko04390//Hippo signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04360//Axon guidance;ko04350//TGF-beta signaling pathway;ko05418//Fluid shear stress and atherosclerosis,Signal transduction;Cellular community - eukaryotes;Development;Signaling molecules and interaction;Cardiovascular diseases,Cellular Processes;Environmental Information Processing;Organismal Systems;Human Diseases,BMPR1B
695,ko04064//NF-kappa B signaling pathway;ko04611//Platelet activation;ko04380//Osteoclast differentiation;ko04662//B cell receptor signaling pathway;ko05340//Primary immunodeficiency;ko04664//Fc epsilon RI signaling pathway;ko05169//Epstein-Barr virus infection,Immune system;Infectious diseases: Viral;Immune diseases;Development;Signal transduction,Environmental Information Processing;Human Diseases;Organismal Systems,BTK
7041,ko05170//Human immunodeficiency virus 1 infection;ko05205//Proteoglycans in cancer;ko04510//Focal adhesion;ko05100//Bacterial invasion of epithelial cells;ko05165//Human papillomavirus infection;ko04062//Chemokine signaling pathway;ko04670//Leukocyte transendothelial migration;ko05163//Human cytomegalovirus infection;ko04810//Regulation of actin cytoskeleton;ko04370//VEGF signaling pathway;ko05203//Viral carcinogenesis,Infectious diseases: Bacterial;Cancers: Overview;Cell motility;Infectious diseases: Viral;Immune system;Cellular community - eukaryotes;Signal transduction,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,TGFB1I1
7048,ko05202//Transcriptional misregulation in cancer;ko04380//Osteoclast differentiation;ko04144//Endocytosis;ko05225//Hepatocellular carcinoma;ko04926//Relaxin signaling pathway;ko04520//Adherens junction;ko05220//Chronic myeloid leukemia;ko04060//Cytokine-cytokine receptor interaction;ko05161//Hepatitis B;ko04659//Th17 cell differentiation;ko05166//Human T-cell leukemia virus 1 infection;ko04390//Hippo signaling pathway;ko04068//FoxO signaling pathway;ko05226//Gastric cancer;ko04218//Cellular senescence;ko05142//Chagas disease (American trypanosomiasis);ko04010//MAPK signaling pathway;ko04350//TGF-beta signaling pathway;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05200//Pathways in cancer;ko05212//Pancreatic cancer;ko05210//Colorectal cancer,Infectious diseases: Parasitic;Endocrine and metabolic diseases;Immune system;Cancers: Overview;Cell growth and death;Signal transduction;Cellular community - eukaryotes;Signaling molecules and interaction;Infectious diseases: Viral;Endocrine system;Transport and catabolism;Development;Cancers: Specific types,Cellular Processes;Human Diseases;Organismal Systems;Environmental Information Processing,TGFBR2
7070,ko04670//Leukocyte transendothelial migration,Immune system,Organismal Systems,THY1
7099,ko04151//PI3K-Akt signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko04620//Toll-like receptor signaling pathway;ko04145//Phagosome;ko04066//HIF-1 signaling pathway;ko05152//Tuberculosis;ko05144//Malaria;ko05134//Legionellosis;ko04064//NF-kappa B signaling pathway;ko05140//Leishmaniasis;ko05321//Inflammatory bowel disease (IBD);ko05170//Human immunodeficiency virus 1 infection;ko05145//Toxoplasmosis;ko05162//Measles;ko05161//Hepatitis B;ko05132//Salmonella infection;ko04217//Necroptosis;ko05146//Amoebiasis;ko05130//Pathogenic Escherichia coli infection;ko05323//Rheumatoid arthritis;ko04621//NOD-like receptor signaling pathway;ko05133//Pertussis;ko05164//Influenza A;ko05205//Proteoglycans in cancer,Infectious diseases: Parasitic;Signal transduction;Immune system;Cancers: Overview;Transport and catabolism;Cell growth and death;Infectious diseases: Bacterial;Immune diseases;Infectious diseases: Viral,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,TLR4
