#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GBP4	ICAM1	4443540	4435501	9606.ENSP00000359490	9606.ENSP00000264832	0	0	0	0	0.061	0	0.900	0.058	0.903
HLA-E	GBP4	4444757	4443540	9606.ENSP00000365817	9606.ENSP00000359490	0	0	0	0	0.074	0	0.900	0.042	0.903
CXCL12	GNG11	4446453	4434060	9606.ENSP00000379140	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0.073	0.903
CCL5	ADCY3	4451102	4434792	9606.ENSP00000474412	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0.070	0.903
CXCL12	ADCY3	4446453	4434792	9606.ENSP00000379140	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0.074	0.903
GNG2	CCL27	4440566	4434715	9606.ENSP00000334448	9606.ENSP00000259631	0	0	0	0	0.061	0	0.900	0	0.902
CCL4	GNG11	4451651	4434060	9606.ENSP00000482259	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0.062	0.902
GNG2	CCL21	4440566	4434713	9606.ENSP00000334448	9606.ENSP00000259607	0	0	0	0	0	0	0.900	0.067	0.902
ADCY4	GNG11	4438752	4434060	9606.ENSP00000312126	9606.ENSP00000248564	0	0	0	0	0.063	0	0.900	0	0.902
ADCY3	GNG11	4434792	4434060	9606.ENSP00000260600	9606.ENSP00000248564	0	0	0	0	0.053	0	0.900	0.049	0.902
CCL4	GNG2	4451651	4440566	9606.ENSP00000482259	9606.ENSP00000334448	0	0	0	0	0.064	0	0.900	0	0.902
CCL21	GNG11	4434713	4434060	9606.ENSP00000259607	9606.ENSP00000248564	0	0	0	0	0.059	0	0.900	0	0.901
RAPGEF3	GNAI2	4447902	4438833	9606.ENSP00000395708	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0.051	0.901
CCL5	GNG11	4451102	4434060	9606.ENSP00000474412	9606.ENSP00000248564	0	0	0	0	0.049	0	0.900	0.046	0.901
GNG2	ADCY3	4440566	4434792	9606.ENSP00000334448	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0.057	0.901
GNAI2	ELMO1	4438833	4438759	9606.ENSP00000312999	9606.ENSP00000312185	0	0	0	0	0.053	0	0.900	0	0.901
CCL4L1	CCL4	4451792	4451651	9606.ENSP00000483609	9606.ENSP00000482259	0	0	0	0.982	0	0	0.900	0.624	0.901
HLA-A	GBP4	4446577	4443540	9606.ENSP00000379873	9606.ENSP00000359490	0	0	0	0	0	0	0.900	0.056	0.901
CCL20	GNAI2	4442174	4438833	9606.ENSP00000351671	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0.059	0.901
GNAI2	CCL21	4438833	4434713	9606.ENSP00000312999	9606.ENSP00000259607	0	0	0	0	0	0	0.900	0.051	0.901
CCL4L1	ADCY4	4451792	4438752	9606.ENSP00000483609	9606.ENSP00000312126	0	0	0	0	0	0	0.900	0	0.900
CCL5	GNG2	4451102	4440566	9606.ENSP00000474412	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
GNAI2	CACNB3	4438833	4437715	9606.ENSP00000312999	9606.ENSP00000301050	0	0	0	0	0	0	0.900	0	0.900
ADCY3	CCL21	4434792	4434713	9606.ENSP00000260600	9606.ENSP00000259607	0	0	0	0	0	0	0.900	0	0.900
CCL20	ADCY3	4442174	4434792	9606.ENSP00000351671	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0	0.900
GNG2	CACNB3	4440566	4437715	9606.ENSP00000334448	9606.ENSP00000301050	0	0	0	0	0	0	0.900	0	0.900
CCL27	GNG11	4434715	4434060	9606.ENSP00000259631	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
CACNB2	GNG11	4439325	4434060	9606.ENSP00000320025	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
CCL5	ADCY4	4451102	4438752	9606.ENSP00000474412	9606.ENSP00000312126	0	0	0	0	0	0	0.900	0	0.900
CCL19	ADCY3	4438451	4434792	9606.ENSP00000308815	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0	0.900
CCL4L1	GNG2	4451792	4440566	9606.ENSP00000483609	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
VCAM1	HLA-F	4437090	4434738	9606.ENSP00000294728	9606.ENSP00000259951	0	0	0	0	0	0	0.900	0	0.900
CCL4L1	GNG11	4451792	4434060	9606.ENSP00000483609	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
CCL20	GNG2	4442174	4440566	9606.ENSP00000351671	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
CCL4L1	GNAI2	4451792	4438833	9606.ENSP00000483609	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0	0.900
CCL19	GNG11	4438451	4434060	9606.ENSP00000308815	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
GNG2	CACNB2	4440566	4439325	9606.ENSP00000334448	9606.ENSP00000320025	0	0	0	0	0	0	0.900	0.050	0.900
RAPGEF4	GNAI2	4446635	4438833	9606.ENSP00000380271	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0	0.900
CCL4	ADCY3	4451651	4434792	9606.ENSP00000482259	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0	0.900
CACNB2	GNAI2	4439325	4438833	9606.ENSP00000320025	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0.050	0.900
GNG2	CCL19	4440566	4438451	9606.ENSP00000334448	9606.ENSP00000308815	0	0	0	0	0	0	0.900	0	0.900
ADCY4	CCL27	4438752	4434715	9606.ENSP00000312126	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0	0.900
ADCY3	CCL27	4434792	4434715	9606.ENSP00000260600	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0	0.900
CCL20	ADCY4	4442174	4438752	9606.ENSP00000351671	9606.ENSP00000312126	0	0	0	0	0	0	0.900	0	0.900
CCL4L1	ADCY3	4451792	4434792	9606.ENSP00000483609	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0	0.900
GNAI2	CCL27	4438833	4434715	9606.ENSP00000312999	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0	0.900
CACNB3	GNG11	4437715	4434060	9606.ENSP00000301050	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
VCAM1	OAS3	4437090	4433439	9606.ENSP00000294728	9606.ENSP00000228928	0	0	0	0	0	0	0.900	0	0.900
HLA-C	GBP4	4444694	4443540	9606.ENSP00000365402	9606.ENSP00000359490	0	0	0	0	0	0	0.900	0.042	0.900
