Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID
4313,ko01522//Endocrine resistance;ko04912//GnRH signaling pathway;ko04926//Relaxin signaling pathway;ko04670//Leukocyte transendothelial migration;ko05205//Proteoglycans in cancer;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05200//Pathways in cancer;ko05219//Bladder cancer;ko04915//Estrogen signaling pathway;ko05418//Fluid shear stress and atherosclerosis,Endocrine and metabolic diseases;Cancers: Overview;Cardiovascular diseases;Endocrine system;Drug resistance: Antineoplastic;Immune system;Cancers: Specific types,Human Diseases;Organismal Systems,MMP2
4332,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,MNDA
4689,ko05140//Leishmaniasis;ko04380//Osteoclast differentiation;ko04145//Phagosome;ko04670//Leukocyte transendothelial migration,Development;Transport and catabolism;Infectious diseases: Parasitic;Immune system,Cellular Processes;Organismal Systems;Human Diseases,NCF4
4772,ko04218//Cellular senescence;ko04022//cGMP-PKG signaling pathway;ko05321//Inflammatory bowel disease (IBD);ko04650//Natural killer cell mediated cytotoxicity;ko04662//B cell receptor signaling pathway;ko04380//Osteoclast differentiation;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05161//Hepatitis B;ko04659//Th17 cell differentiation;ko04658//Th1 and Th2 cell differentiation;ko04024//cAMP signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04921//Oxytocin signaling pathway;ko05166//HTLV-I infection;ko04310//Wnt signaling pathway;ko04660//T cell receptor signaling pathway;ko04010//MAPK signaling pathway,Development;Immune diseases;Signal transduction;Immune system;Endocrine and metabolic diseases;Cell growth and death;Endocrine system;Infectious diseases: Viral,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,NFATC1
4940,ko05162//Measles;ko05164//Influenza A;ko05160//Hepatitis C;ko04621//NOD-like receptor signaling pathway;ko05168//Herpes simplex infection,Immune system;Infectious diseases: Viral,Organismal Systems;Human Diseases,OAS3
5010,ko05160//Hepatitis C;ko04670//Leukocyte transendothelial migration;ko04530//Tight junction;ko04514//Cell adhesion molecules (CAMs),Signaling molecules and interaction;Infectious diseases: Viral;Immune system;Cellular community - eukaryotes,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,CLDN11
51466,ko04810//Regulation of actin cytoskeleton;ko04510//Focal adhesion;ko04666//Fc gamma R-mediated phagocytosis;ko04611//Platelet activation;ko04670//Leukocyte transendothelial migration;ko04530//Tight junction;ko04015//Rap1 signaling pathway;ko04360//Axon guidance;ko04022//cGMP-PKG signaling pathway,Signal transduction;Cell motility;Cellular community - eukaryotes;Development;Immune system,Cellular Processes;Environmental Information Processing;Organismal Systems,EVL
5156,ko05230//Central carbon metabolism in cancer;ko04151//PI3K-Akt signaling pathway;ko05206//MicroRNAs in cancer;ko05200//Pathways in cancer;ko04020//Calcium signaling pathway;ko05214//Glioma;ko04540//Gap junction;ko05218//Melanoma;ko04072//Phospholipase D signaling pathway;ko04144//Endocytosis;ko04630//Jak-STAT signaling pathway;ko04010//MAPK signaling pathway;ko04014//Ras signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04015//Rap1 signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko05215//Prostate cancer;ko04510//Focal adhesion;ko05166//HTLV-I infection;ko04810//Regulation of actin cytoskeleton;ko05231//Choline metabolism in cancer,Cancers: Specific types;Cellular community - eukaryotes;Cell motility;Signaling molecules and interaction;Infectious diseases: Viral;Cancers: Overview;Drug resistance: Antineoplastic;Signal transduction;Transport and catabolism,Cellular Processes;Environmental Information Processing;Human Diseases,PDGFRA
5157,ko04510//Focal adhesion;ko04370//VEGF signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04015//Rap1 signaling pathway;ko05205//Proteoglycans in cancer;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04151//PI3K-Akt signaling pathway;ko04010//MAPK signaling pathway;ko04014//Ras signaling pathway;ko05418//Fluid shear stress and atherosclerosis,Cellular community - eukaryotes;Signal transduction;Cancers: Overview;Cardiovascular diseases;Signaling molecules and interaction;Drug resistance: Antineoplastic,Human Diseases;Environmental Information Processing;Cellular Processes,PDGFRL
5228,ko04015//Rap1 signaling pathway;ko04014//Ras signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04010//MAPK signaling pathway;ko05200//Pathways in cancer;ko04510//Focal adhesion,Cancers: Overview;Cellular community - eukaryotes;Signal transduction,Cellular Processes;Human Diseases;Environmental Information Processing,PGF
54331,ko05034//Alcoholism;ko04062//Chemokine signaling pathway;ko05200//Pathways in cancer;ko04151//PI3K-Akt signaling pathway;ko04728//Dopaminergic synapse;ko04723//Retrograde endocannabinoid signaling;ko04014//Ras signaling pathway;ko04926//Relaxin signaling pathway;ko04371//Apelin signaling pathway;ko04727//GABAergic synapse;ko04724//Glutamatergic synapse;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05032//Morphine addiction;ko04725//Cholinergic synapse;ko04726//Serotonergic synapse;ko04713//Circadian entrainment,Substance dependence;Cancers: Overview;Nervous system;Immune system;Signal transduction;Infectious diseases: Viral;Environmental adaptation;Endocrine system,Human Diseases;Environmental Information Processing;Organismal Systems,GNG2
55679,ko04390//Hippo signaling pathway;ko04810//Regulation of actin cytoskeleton;ko04670//Leukocyte transendothelial migration;ko04370//VEGF signaling pathway;ko04510//Focal adhesion;ko05165//Human papillomavirus infection;ko05205//Proteoglycans in cancer;ko04062//Chemokine signaling pathway;ko05100//Bacterial invasion of epithelial cells;ko04360//Axon guidance;ko04392//Hippo signaling pathway - multiple species;ko04391//Hippo signaling pathway - fly;ko05203//Viral carcinogenesis,Cellular community - eukaryotes;Development;Cell motility;Infectious diseases: Viral;Infectious diseases: Bacterial;Signal transduction;Cancers: Overview;Immune system,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,LIMS2
5580,ko04062//Chemokine signaling pathway;ko04750//Inflammatory mediator regulation of TRP channels;ko04270//Vascular smooth muscle contraction;ko04915//Estrogen signaling pathway;ko04140//Autophagy - animal;ko04930//Type II diabetes mellitus;ko04722//Neurotrophin signaling pathway;ko04621//NOD-like receptor signaling pathway;ko04912//GnRH signaling pathway;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04666//Fc gamma R-mediated phagocytosis;ko04931//Insulin resistance,Endocrine system;Nervous system;Endocrine and metabolic diseases;Transport and catabolism;Sensory system;Immune system;Circulatory system,Human Diseases;Cellular Processes;Organismal Systems,PRKCD
5595,ko05219//Bladder cancer;ko04659//Th17 cell differentiation;ko04910//Insulin signaling pathway;ko04930//Type II diabetes mellitus;ko04960//Aldosterone-regulated sodium reabsorption;ko05210//Colorectal cancer;ko04151//PI3K-Akt signaling pathway;ko04912//GnRH signaling pathway;ko04540//Gap junction;ko04621//NOD-like receptor signaling pathway;ko04730//Long-term depression;ko04371//Apelin signaling pathway;ko05034//Alcoholism;ko05224//Breast cancer;ko05164//Influenza A;ko04915//Estrogen signaling pathway;ko04270//Vascular smooth muscle contraction;ko04380//Osteoclast differentiation;ko04214//Apoptosis - fly;ko04724//Glutamatergic synapse;ko04114//Oocyte meiosis;ko04723//Retrograde endocannabinoid signaling;ko04024//cAMP signaling pathway;ko04520//Adherens junction;ko05231//Choline metabolism in cancer;ko04919//Thyroid hormone signaling pathway;ko05226//Gastric cancer;ko04917//Prolactin signaling pathway;ko05010//Alzheimer's disease;ko04668//TNF signaling pathway;ko05161//Hepatitis B;ko04620//Toll-like receptor signaling pathway;ko04657//IL-17 signaling pathway;ko04140//Autophagy - animal;ko04722//Neurotrophin signaling pathway;ko05212//Pancreatic cancer;ko04014//Ras signaling pathway;ko04062//Chemokine signaling pathway;ko04068//FoxO signaling pathway;ko05225//Hepatocellular carcinoma;ko05133//Pertussis;ko05152//Tuberculosis;ko04066//HIF-1 signaling pathway;ko04261//Adrenergic signaling in cardiomyocytes;ko05160//Hepatitis C;ko05131//Shigellosis;ko04720//Long-term potentiation;ko04660//T cell receptor signaling pathway;ko04010//MAPK signaling pathway;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04725//Cholinergic synapse;ko05215//Prostate cancer;ko05140//Leishmaniasis;ko05223//Non-small cell lung cancer;ko05200//Pathways in cancer;ko04650//Natural killer cell mediated cytotoxicity;ko04914//Progesterone-mediated oocyte maturation;ko04012//ErbB signaling pathway;ko04218//Cellular senescence;ko05145//Toxoplasmosis;ko01522//Endocrine resistance;ko04726//Serotonergic synapse;ko04350//TGF-beta signaling pathway;ko04713//Circadian entrainment;ko04611//Platelet activation;ko04022//cGMP-PKG signaling pathway;ko04662//B cell receptor signaling pathway;ko05220//Chronic myeloid leukemia;ko04360//Axon guidance;ko04810//Regulation of actin cytoskeleton;ko04666//Fc gamma R-mediated phagocytosis;ko04510//Focal adhesion;ko04320//Dorso-ventral axis formation;ko05216//Thyroid cancer;ko05230//Central carbon metabolism in cancer;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05020//Prion diseases;ko04015//Rap1 signaling pathway;ko04658//Th1 and Th2 cell differentiation;ko05211//Renal cell carcinoma;ko04210//Apoptosis;ko05205//Proteoglycans in cancer;ko05218//Melanoma;ko01524//Platinum drug resistance;ko04013//MAPK signaling pathway - fly;ko05132//Salmonella infection;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04921//Oxytocin signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04916//Melanogenesis;ko04370//VEGF signaling pathway;ko05213//Endometrial cancer;ko04071//Sphingolipid signaling pathway;ko04150//mTOR signaling pathway;ko04072//Phospholipase D signaling pathway;ko04926//Relaxin signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko05214//Glioma;ko05165//Human papillomavirus infection;ko04664//Fc epsilon RI signaling pathway;ko05221//Acute myeloid leukemia;ko05203//Viral carcinogenesis,Endocrine and metabolic diseases;Drug resistance: Antineoplastic;Substance dependence;Endocrine system;Immune system;Cancers: Specific types;Transport and catabolism;Development;Nervous system;Infectious diseases: Bacterial;Cell growth and death;Neurodegenerative diseases;Environmental adaptation;Cellular community - eukaryotes;Infectious diseases: Viral;Cell motility;Signal transduction;Circulatory system;Cancers: Overview;Excretory system;Infectious diseases: Parasitic,Human Diseases;Cellular Processes;Organismal Systems;Environmental Information Processing,MAPK3
57007,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,ACKR3
57480,ko04530//Tight junction;ko04810//Regulation of actin cytoskeleton;ko04024//cAMP signaling pathway;ko04014//Ras signaling pathway;ko04062//Chemokine signaling pathway;ko04015//Rap1 signaling pathway;ko05205//Proteoglycans in cancer,Immune system;Cell motility;Signal transduction;Cellular community - eukaryotes;Cancers: Overview,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,PLEKHG1
57863,ko04514//Cell adhesion molecules (CAMs);ko05144//Malaria,Signaling molecules and interaction;Infectious diseases: Parasitic,Environmental Information Processing;Human Diseases,CADM3
5788,ko04666//Fc gamma R-mediated phagocytosis;ko05340//Primary immunodeficiency;ko04514//Cell adhesion molecules (CAMs);ko04660//T cell receptor signaling pathway,Immune diseases;Signaling molecules and interaction;Immune system,Human Diseases;Organismal Systems;Environmental Information Processing,PTPRC
58494,ko04530//Tight junction;ko04670//Leukocyte transendothelial migration;ko04514//Cell adhesion molecules (CAMs);ko05120//Epithelial cell signaling in Helicobacter pylori infection,Infectious diseases: Bacterial;Immune system;Cellular community - eukaryotes;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems;Cellular Processes;Human Diseases,JAM2
5880,ko04810//Regulation of actin cytoskeleton;ko05231//Choline metabolism in cancer;ko04664//Fc epsilon RI signaling pathway;ko04670//Leukocyte transendothelial migration;ko04370//VEGF signaling pathway;ko04520//Adherens junction;ko04015//Rap1 signaling pathway;ko04360//Axon guidance;ko05200//Pathways in cancer;ko05418//Fluid shear stress and atherosclerosis;ko05210//Colorectal cancer;ko04062//Chemokine signaling pathway;ko04310//Wnt signaling pathway;ko04014//Ras signaling pathway;ko04071//Sphingolipid signaling pathway;ko04510//Focal adhesion;ko04010//MAPK signaling pathway;ko04024//cAMP signaling pathway;ko05212//Pancreatic cancer;ko05416//Viral myocarditis;ko04666//Fc gamma R-mediated phagocytosis;ko04662//B cell receptor signaling pathway;ko04650//Natural killer cell mediated cytotoxicity,Cellular community - eukaryotes;Immune system;Cancers: Overview;Development;Signal transduction;Cell motility;Cancers: Specific types;Cardiovascular diseases,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,RAC2
59082,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,CARD18
6237,ko04137//Mitophagy - animal;ko04371//Apelin signaling pathway;ko05205//Proteoglycans in cancer;ko05166//HTLV-I infection;ko04140//Autophagy - animal;ko04010//MAPK signaling pathway;ko04218//Cellular senescence;ko04360//Axon guidance;ko04015//Rap1 signaling pathway;ko04024//cAMP signaling pathway;ko04072//Phospholipase D signaling pathway;ko04810//Regulation of actin cytoskeleton;ko04014//Ras signaling pathway,Transport and catabolism;Infectious diseases: Viral;Signal transduction;Cancers: Overview;Cell growth and death;Development;Cell motility,Cellular Processes;Human Diseases;Environmental Information Processing;Organismal Systems,RRAS
6347,ko04621//NOD-like receptor signaling pathway;ko05323//Rheumatoid arthritis;ko05144//Malaria;ko04060//Cytokine-cytokine receptor interaction;ko05418//Fluid shear stress and atherosclerosis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04668//TNF signaling pathway;ko05164//Influenza A;ko04062//Chemokine signaling pathway;ko05168//Herpes simplex infection;ko04657//IL-17 signaling pathway;ko05142//Chagas disease (American trypanosomiasis),Infectious diseases: Viral;Endocrine and metabolic diseases;Cardiovascular diseases;Signal transduction;Immune system;Immune diseases;Signaling molecules and interaction;Infectious diseases: Parasitic,Human Diseases;Organismal Systems;Environmental Information Processing,CCL2
6348,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04620//Toll-like receptor signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko05132//Salmonella infection;ko05323//Rheumatoid arthritis,Infectious diseases: Parasitic;Infectious diseases: Bacterial;Immune system;Immune diseases;Signaling molecules and interaction,Human Diseases;Organismal Systems;Environmental Information Processing,CCL3
6349,ko05323//Rheumatoid arthritis;ko04620//Toll-like receptor signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko04060//Cytokine-cytokine receptor interaction;ko05132//Salmonella infection;ko04062//Chemokine signaling pathway,Infectious diseases: Bacterial;Immune diseases;Immune system;Signaling molecules and interaction;Infectious diseases: Parasitic,Human Diseases;Environmental Information Processing;Organismal Systems,CCL3L1
6351,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04064//NF-kappa B signaling pathway;ko04623//Cytosolic DNA-sensing pathway;ko05132//Salmonella infection;ko04620//Toll-like receptor signaling pathway,Immune system;Signal transduction;Infectious diseases: Bacterial;Signaling molecules and interaction,Organismal Systems;Human Diseases;Environmental Information Processing,CCL4
6352,ko04060//Cytokine-cytokine receptor interaction;ko04623//Cytosolic DNA-sensing pathway;ko05120//Epithelial cell signaling in Helicobacter pylori infection;ko05020//Prion diseases;ko05164//Influenza A;ko04668//TNF signaling pathway;ko04062//Chemokine signaling pathway;ko04621//NOD-like receptor signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko05168//Herpes simplex infection;ko04620//Toll-like receptor signaling pathway;ko05323//Rheumatoid arthritis,Infectious diseases: Viral;Signaling molecules and interaction;Signal transduction;Infectious diseases: Bacterial;Neurodegenerative diseases;Infectious diseases: Parasitic;Immune system;Immune diseases,Organismal Systems;Human Diseases;Environmental Information Processing,CCL5
6355,ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction;Immune system,Environmental Information Processing;Organismal Systems,CCL8
6363,ko04064//NF-kappa B signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway,Signal transduction;Immune system;Signaling molecules and interaction,Organismal Systems;Environmental Information Processing,CCL19
6364,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04657//IL-17 signaling pathway;ko05323//Rheumatoid arthritis;ko04668//TNF signaling pathway,Immune system;Signal transduction;Immune diseases;Signaling molecules and interaction,Environmental Information Processing;Human Diseases;Organismal Systems,CCL20
6366,ko04064//NF-kappa B signaling pathway;ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signal transduction;Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,CCL21
6368,ko04062//Chemokine signaling pathway,Immune system,Organismal Systems,CCL23
6387,ko04360//Axon guidance;ko05200//Pathways in cancer;ko04670//Leukocyte transendothelial migration;ko04672//Intestinal immune network for IgA production;ko05323//Rheumatoid arthritis;ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04064//NF-kappa B signaling pathway,Development;Cancers: Overview;Signal transduction;Immune system;Signaling molecules and interaction;Immune diseases,Human Diseases;Organismal Systems;Environmental Information Processing,CXCL12
6401,ko04668//TNF signaling pathway;ko05418//Fluid shear stress and atherosclerosis;ko04514//Cell adhesion molecules (CAMs);ko05144//Malaria;ko05143//African trypanosomiasis;ko04933//AGE-RAGE signaling pathway in diabetic complications,Endocrine and metabolic diseases;Signaling molecules and interaction;Infectious diseases: Parasitic;Signal transduction;Cardiovascular diseases,Human Diseases;Environmental Information Processing,SELE
64092,ko05206//MicroRNAs in cancer;ko04062//Chemokine signaling pathway;ko04510//Focal adhesion;ko05211//Renal cell carcinoma;ko05220//Chronic myeloid leukemia;ko04910//Insulin signaling pathway;ko04015//Rap1 signaling pathway;ko04722//Neurotrophin signaling pathway;ko04666//Fc gamma R-mediated phagocytosis;ko05100//Bacterial invasion of epithelial cells;ko04012//ErbB signaling pathway;ko05131//Shigellosis;ko04810//Regulation of actin cytoskeleton;ko05200//Pathways in cancer;ko04010//MAPK signaling pathway,Endocrine system;Signal transduction;Infectious diseases: Bacterial;Cancers: Overview;Nervous system;Cancers: Specific types;Cellular community - eukaryotes;Cell motility;Immune system,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,SAMSN1
641700,ko04623//Cytosolic DNA-sensing pathway;ko04621//NOD-like receptor signaling pathway;ko04622//RIG-I-like receptor signaling pathway,Immune system,Organismal Systems,ECSCR
658,ko04360//Axon guidance;ko04350//TGF-beta signaling pathway;ko04013//MAPK signaling pathway - fly;ko04390//Hippo signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04550//Signaling pathways regulating pluripotency of stem cells;ko05418//Fluid shear stress and atherosclerosis,Cellular community - eukaryotes;Signaling molecules and interaction;Signal transduction;Development;Cardiovascular diseases,Cellular Processes;Environmental Information Processing;Organismal Systems;Human Diseases,BMPR1B
7041,ko05205//Proteoglycans in cancer;ko04510//Focal adhesion;ko05203//Viral carcinogenesis;ko05100//Bacterial invasion of epithelial cells;ko05165//Human papillomavirus infection;ko04062//Chemokine signaling pathway;ko04670//Leukocyte transendothelial migration;ko04810//Regulation of actin cytoskeleton;ko04370//VEGF signaling pathway,Infectious diseases: Bacterial;Cancers: Overview;Infectious diseases: Viral;Immune system;Cellular community - eukaryotes;Signal transduction;Cell motility,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,TGFB1I1
7070,ko04670//Leukocyte transendothelial migration,Immune system,Organismal Systems,THY1
7099,ko04151//PI3K-Akt signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko04620//Toll-like receptor signaling pathway;ko04066//HIF-1 signaling pathway;ko05152//Tuberculosis;ko05144//Malaria;ko05134//Legionellosis;ko05140//Leishmaniasis;ko05321//Inflammatory bowel disease (IBD);ko05145//Toxoplasmosis;ko05162//Measles;ko05132//Salmonella infection;ko05130//Pathogenic Escherichia coli infection;ko05205//Proteoglycans in cancer;ko04145//Phagosome;ko04064//NF-kappa B signaling pathway;ko05161//Hepatitis B;ko04217//Necroptosis;ko05146//Amoebiasis;ko05323//Rheumatoid arthritis;ko04621//NOD-like receptor signaling pathway;ko05133//Pertussis;ko05164//Influenza A,Infectious diseases: Parasitic;Signal transduction;Immune system;Transport and catabolism;Infectious diseases: Bacterial;Infectious diseases: Viral;Cancers: Overview;Cell growth and death;Immune diseases,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,TLR4
7122,ko05160//Hepatitis C;ko04530//Tight junction;ko04670//Leukocyte transendothelial migration;ko04514//Cell adhesion molecules (CAMs),Infectious diseases: Viral;Cellular community - eukaryotes;Signaling molecules and interaction;Immune system,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,CLDN5
7412,ko05418//Fluid shear stress and atherosclerosis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05143//African trypanosomiasis;ko04514//Cell adhesion molecules (CAMs);ko04064//NF-kappa B signaling pathway;ko05166//HTLV-I infection;ko05144//Malaria;ko04670//Leukocyte transendothelial migration;ko04668//TNF signaling pathway,Immune system;Cardiovascular diseases;Signal transduction;Infectious diseases: Viral;Endocrine and metabolic diseases;Infectious diseases: Parasitic;Signaling molecules and interaction,Human Diseases;Environmental Information Processing;Organismal Systems,VCAM1
7424,ko04060//Cytokine-cytokine receptor interaction;ko04014//Ras signaling pathway;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04926//Relaxin signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04510//Focal adhesion;ko05200//Pathways in cancer;ko04015//Rap1 signaling pathway;ko04010//MAPK signaling pathway,Cancers: Overview;Endocrine and metabolic diseases;Endocrine system;Signaling molecules and interaction;Signal transduction;Cellular community - eukaryotes,Cellular Processes;Organismal Systems;Environmental Information Processing;Human Diseases,VEGFC
781,ko04010//MAPK signaling pathway;ko04921//Oxytocin signaling pathway;ko05412//Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko05414//Dilated cardiomyopathy (DCM);ko04260//Cardiac muscle contraction;ko04261//Adrenergic signaling in cardiomyocytes;ko05410//Hypertrophic cardiomyopathy (HCM),Circulatory system;Cardiovascular diseases;Signal transduction;Endocrine system,Organismal Systems;Environmental Information Processing;Human Diseases,CACNA2D1
783,ko04260//Cardiac muscle contraction;ko04921//Oxytocin signaling pathway;ko05414//Dilated cardiomyopathy (DCM);ko04010//MAPK signaling pathway;ko05412//Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko05410//Hypertrophic cardiomyopathy (HCM);ko04261//Adrenergic signaling in cardiomyocytes,Signal transduction;Endocrine system;Circulatory system;Cardiovascular diseases,Human Diseases;Environmental Information Processing;Organismal Systems,CACNB2
784,ko05412//Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04260//Cardiac muscle contraction;ko04261//Adrenergic signaling in cardiomyocytes;ko05410//Hypertrophic cardiomyopathy (HCM);ko05414//Dilated cardiomyopathy (DCM);ko04010//MAPK signaling pathway;ko04921//Oxytocin signaling pathway,Endocrine system;Cardiovascular diseases;Circulatory system;Signal transduction,Human Diseases;Environmental Information Processing;Organismal Systems,CACNB3
7852,ko04144//Endocytosis;ko04670//Leukocyte transendothelial migration;ko04672//Intestinal immune network for IgA production;ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko05200//Pathways in cancer;ko04360//Axon guidance,Development;Transport and catabolism;Cancers: Overview;Immune system;Signaling molecules and interaction,Human Diseases;Environmental Information Processing;Cellular Processes;Organismal Systems,CXCR4
79792,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,GSDMD
80310,ko01521//EGFR tyrosine kinase inhibitor resistance;ko05231//Choline metabolism in cancer;ko05215//Prostate cancer;ko04510//Focal adhesion;ko04072//Phospholipase D signaling pathway;ko04014//Ras signaling pathway;ko05218//Melanoma;ko04151//PI3K-Akt signaling pathway;ko04810//Regulation of actin cytoskeleton;ko04540//Gap junction;ko04015//Rap1 signaling pathway;ko04010//MAPK signaling pathway,Cellular community - eukaryotes;Cancers: Specific types;Cell motility;Drug resistance: Antineoplastic;Signal transduction;Cancers: Overview,Environmental Information Processing;Cellular Processes;Human Diseases,PDGFD
80820,ko04022//cGMP-PKG signaling pathway;ko05202//Transcriptional misregulation in cancer;ko04744//Phototransduction;ko04621//NOD-like receptor signaling pathway;ko04024//cAMP signaling pathway;ko04120//Ubiquitin mediated proteolysis;ko04218//Cellular senescence;ko04140//Autophagy - animal;ko04020//Calcium signaling pathway;ko03018//RNA degradation;ko04137//Mitophagy - animal,"Cancers: Overview;Immune system;Cell growth and death;Folding, sorting and degradation;Transport and catabolism;Signal transduction;Sensory system",Human Diseases;Genetic Information Processing;Cellular Processes;Environmental Information Processing;Organismal Systems,EEPD1
83442,ko04750//Inflammatory mediator regulation of TRP channels;ko04014//Ras signaling pathway;ko04611//Platelet activation;ko04921//Oxytocin signaling pathway;ko04730//Long-term depression;ko04217//Necroptosis;ko04072//Phospholipase D signaling pathway;ko00590//Arachidonic acid metabolism;ko04270//Vascular smooth muscle contraction;ko00565//Ether lipid metabolism;ko04726//Serotonergic synapse;ko00592//alpha-Linolenic acid metabolism;ko04724//Glutamatergic synapse;ko04970//Salivary secretion;ko04010//MAPK signaling pathway;ko00564//Glycerophospholipid metabolism;ko04912//GnRH signaling pathway;ko04913//Ovarian steroidogenesis;ko04370//VEGF signaling pathway;ko04664//Fc epsilon RI signaling pathway;ko05231//Choline metabolism in cancer;ko00591//Linoleic acid metabolism;ko01100//Metabolic pathways,Immune system;Digestive system;Cancers: Overview;Lipid metabolism;Endocrine system;Global and overview maps;Sensory system;Signal transduction;Circulatory system;Cell growth and death;Nervous system,Human Diseases;Metabolism;Environmental Information Processing;Organismal Systems;Cellular Processes,SH3BGRL3
83700,ko04514//Cell adhesion molecules (CAMs);ko04530//Tight junction;ko05120//Epithelial cell signaling in Helicobacter pylori infection;ko04670//Leukocyte transendothelial migration,Signaling molecules and interaction;Cellular community - eukaryotes;Immune system;Infectious diseases: Bacterial,Human Diseases;Cellular Processes;Environmental Information Processing;Organismal Systems,JAM3
84168,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,ANTXR1
8771,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,TNFRSF6B
9068,ko04151//PI3K-Akt signaling pathway;ko04015//Rap1 signaling pathway;ko04066//HIF-1 signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05323//Rheumatoid arthritis;ko04014//Ras signaling pathway;ko04010//MAPK signaling pathway,Signal transduction;Infectious diseases: Viral;Immune diseases,Environmental Information Processing;Human Diseases,ANGPTL1
90952,ko04514//Cell adhesion molecules (CAMs);ko04670//Leukocyte transendothelial migration,Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,ESAM
920,ko04612//Antigen processing and presentation;ko04660//T cell receptor signaling pathway;ko04640//Hematopoietic cell lineage;ko05340//Primary immunodeficiency;ko04658//Th1 and Th2 cell differentiation;ko04659//Th17 cell differentiation;ko04514//Cell adhesion molecules (CAMs),Immune diseases;Immune system;Signaling molecules and interaction,Environmental Information Processing;Human Diseases;Organismal Systems,CD4
947,ko04640//Hematopoietic cell lineage;ko04514//Cell adhesion molecules (CAMs),Signaling molecules and interaction;Immune system,Environmental Information Processing;Organismal Systems,CD34
9547,ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Immune system;Signaling molecules and interaction,Organismal Systems;Environmental Information Processing,CXCL14
9560,ko05132//Salmonella infection;ko04623//Cytosolic DNA-sensing pathway;ko04064//NF-kappa B signaling pathway;ko04062//Chemokine signaling pathway;ko04620//Toll-like receptor signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction;Signal transduction;Infectious diseases: Bacterial;Immune system,Human Diseases;Organismal Systems;Environmental Information Processing,CCL4L2
