GeneID	FK.FPKM	HN.FPKM	log2.HN.FK.	Qvalue.FK.vs.HN.	Pvalue.FK.vs.HN.	Other.Gene.ID	Transcripts	Gene.Type	Transcripts.Number	FK2.FPKM	FK4.FPKM	FK5.FPKM	HN1.FPKM	HN2.FPKM	HN3.FPKM	HN4.FPKM	HN5.FPKM
214	5.386	36.08	2.71360141463778	0	0	ALCAM	NM_001243281.1,NM_001243280.1,BGI_novel_T027730,NM_001243283.1,NM_001627.3	Known_gene	5	10.18	1.98	4	42.61	29.99	45.57	41.33	20.9
2150	5.153	16.622	2.03923075862605	1.19389056116499e-279	1.31995467943423e-279	F2RL1	NM_005242.4,XM_017009223.1	Known_gene	2	0.61	14.16	0.69	15.77	7.17	26.73	19.92	13.52
2166	1.633	7.202	2.02121483340983	8.08133056373126e-87	1.97159802145577e-86	FAAH	BGI_novel_T001638,BGI_novel_T001639,BGI_novel_T001640,NM_001441.2,BGI_novel_T001637	Known_gene	5	1.61	0.08	3.21	7.66	3.35	3.27	6.07	15.66
2167	19.883	97.674	2.26198554376897	0	0	FABP4	NM_001442.2	Known_gene	1	27.17	15.97	16.51	66.94	234.98	50.5	86.48	49.47
2180	14.256	137.81	3.38565887518002	0	0	ACSL1	BGI_novel_T030877,NM_001286711.1,XM_017007888.1,XM_011531742.1,XM_005262828.1,BGI_novel_T030875,BGI_novel_T030881,NM_001286712.1,BGI_novel_T030874,XM_017007887.1,XM_017007889.1,BGI_novel_T030878,BGI_novel_T030880,XM_005262831.1,BGI_novel_T030876,NM_001286710.1,XM_005262829.1,BGI_novel_T030873,BGI_novel_T030879,NM_001995.3,NM_001286708.1	Known_gene	21	10.76	23.96	8.05	148.64	123.69	116.29	151.94	148.49
2181	26.906	148.184	2.47928630679426	0	0	ACSL3	XM_017003584.1,NM_004457.3,NM_203372.1	Known_gene	3	42.22	21.76	16.74	113.21	142.79	142.48	140.86	201.58
219738	1.063	5.636	2.13066916133904	2.2212880674804e-36	9.01918081941366e-36	C10orf35	XM_005269608.3,XM_011539455.2,XM_017015836.1,XM_005269606.1,NM_145306.2	Known_gene	5	0.25	0	2.94	7.72	4.29	6.21	9.89	0.07
219970	1.726	142.75	6.15537605731089	0	0	GLYATL2	XM_017017337.1,BGI_novel_T006909,XM_011544809.2,NM_145016.3,XM_017017338.1,BGI_novel_T006908	Known_gene	6	2.74	0.48	1.96	83.93	43.85	65.88	163.14	356.95
2203	4.606	21.51	2.17919787669747	2.99664775259605e-219	4.01322726777282e-219	FBP1	NM_001127628.1,NM_000507.3,XM_006717005.3	Known_gene	3	3.71	2.79	7.32	17.24	21.99	35.05	30.72	2.55
222	8.386	39.726	2.36840319805075	0	0	ALDH3B2	BGI_novel_T007259,BGI_novel_T007261,NM_001031615.1,BGI_novel_T007260,BGI_novel_T007262,NM_000695.3	Known_gene	6	1.29	16	7.87	59.78	27.47	42.69	59.7	8.99
222484	1.223	5.766	2.4503339234693	6.01049495715906e-212	8.23158987415894e-212	LNX2	NM_153371.3,XM_011534995.2,XM_017020434.1	Known_gene	3	0.85	2.19	0.63	4.87	5.95	2.64	5.01	10.36
2272	1.943	9.968	2.43403566120805	3.62539165902508e-125	7.09486851689009e-125	FHIT	XM_017005885.1,XM_017005881.1,XM_017005883.1,BGI_novel_T027444,NM_001166243.2,XM_017005882.1,NM_001320901.1,XM_017005886.1,XM_017005880.1,NM_001320899.1,NM_002012.3,BGI_novel_T027443,NM_001320900.1,XM_017005884.1	Known_gene	14	1.87	1.86	2.1	7.81	10.13	6.69	16.74	8.47
22808	4.66	20.682	2.03523953629832	0	0	MRAS	NM_001085049.2,NM_012219.4,NM_001252093.1,NM_001252092.1,NM_001252091.1,NM_001252090.1,XM_005247229.2,XM_017005887.1,XM_005247228.1	Known_gene	9	8.26	0.11	5.61	10.18	15.57	24.1	31.44	22.12
22824	3.313	17.014	2.80728743076753	0	0	HSPA4L	NM_001317383.1,XM_011531745.2,BGI_novel_T030319,NM_014278.3,NM_001317382.1,NM_001317381.1	Known_gene	6	2.08	6.75	1.11	23.09	21.69	12.98	14.95	12.36
2288	9.433	49.836	2.23878519230469	0	0	FKBP4	NM_002014.3,XM_011520929.2	Known_gene	2	9.32	3.17	15.81	44.33	25.73	50.99	96.78	31.35
22925	4.53	74.694	4.12532458872747	0	0	PLA2R1	XM_011510820.2,BGI_novel_T022920,XM_017003598.1,XM_017003602.1,XM_017003599.1,XM_005246392.3,NM_007366.4,XM_017003601.1,BGI_novel_T022921,XM_017003600.1,NM_001007267.2,NM_001195641.1,BGI_novel_T022922	Known_gene	13	4.03	6.99	2.57	41.31	55.21	111.09	85.13	80.73
22996	1.476	10.448	3.56169038223194	2.51881343547722e-303	2.60886959219896e-303	TTC39A	XM_011541050.2,BGI_novel_T001682,NM_001297667.1,NM_001297663.1,XM_011541052.2,XM_006710471.2,NM_001297662.1,NM_001297665.1,BGI_novel_T001684,NM_001297666.1,XM_011541048.2,XM_011541049.2,NM_001144832.2,XM_005270644.2,NM_001297664.1,XM_011541053.2,XM_017000715.1,BGI_novel_T001683,NM_001080494.3,XM_011541051.2,XM_011541054.2	Known_gene	21	0.09	3.56	0.78	3.44	3.57	16.08	9.59	19.56
23170	1.203	6.89	2.36701711765589	1.69955368564893e-172	2.7011332719146e-172	TTLL12	NM_015140.3	Known_gene	1	0.51	0.65	2.45	7.98	5.85	4.23	13.18	3.21
23171	9.633	59.458	2.70043809458996	0	0	GPD1L	NM_015141.3,XM_006713068.2	Known_gene	2	6.74	14.04	8.12	55.73	54.17	59.61	50.9	76.88
23242	1.753	11.146	3.02628819785969	0	0	COBL	XM_005271756.1,XM_011515240.1,XM_011515241.1,NM_001287436.1,XM_017011900.1,XM_011515237.1,NM_015198.3,BGI_novel_T035969,XM_011515239.1,BGI_novel_T035967,XM_005271750.1,BGI_novel_T035970,XM_017011899.1,BGI_novel_T035971,XM_011515238.1,XM_011515235.1,BGI_novel_T035968,XM_017011898.1,NM_001287438.1,XM_011515236.1,XM_005271751.1,XM_017011901.1,XM_011515234.1	Known_gene	23	0.32	4.51	0.43	14.13	5.44	11.93	11.65	12.58
2327	2.17	15.788	2.74647762901296	0	0	FMO2	NM_001301347.1,NM_001460.4,BGI_novel_T003306	Known_gene	3	4.18	0.52	1.81	18.01	10.22	13.07	7.27	30.37
2330	7.256	71.732	3.66922388907263	0	0	FMO5	BGI_novel_T002649,XM_017000801.1,XM_006711244.3,XM_005272948.4,BGI_novel_T002651,XM_005272946.4,XM_006711245.3,XM_017000802.1,NM_001144829.2,XM_011509351.2,NM_001144830.2,XM_011509350.2,XM_005272947.4,NM_001461.3,BGI_novel_T002650	Known_gene	15	4.32	13.95	3.5	41.39	50.78	78.83	73.45	114.21
23303	3.276	10.724	2.0422706474444	1.22979195001721e-304	1.2724981741126e-304	KIF13B	XM_011544459.2,BGI_novel_T037807,BGI_novel_T037808,XM_011544461.1,XM_005273458.1,XM_011544458.1,XM_011544457.1,BGI_novel_T037805,NM_015254.3,BGI_novel_T037806,XM_017013257.1,XM_011544460.2,BGI_novel_T037804	Known_gene	13	2.84	4.99	2	9.97	11.97	7.35	7.43	16.9
23321	5.526	34.886	2.44741847150308	0	0	TRIM2	XM_011531795.1,XM_017007943.1,XM_006714165.3,XM_017007948.1,XM_017007952.1,NM_001302693.1,XM_017007953.1,NM_001130067.1,XM_006714160.1,XM_006714161.1,XM_011531796.2,XM_017007945.1,XM_006714159.3,BGI_novel_T030584,XM_017007954.1,XM_006714162.1,XM_017007951.1,XM_017007949.1,XM_017007944.1,XM_006714157.1,XM_011531798.2,NM_015271.4,NM_001302694.1,XM_017007946.1,XM_017007950.1,XM_017007947.1,XM_011531794.1,XM_006714158.1,XM_017007955.1,NM_001302692.1	Known_gene	30	7.89	2.42	6.27	27.34	32.21	38.37	38.82	37.69
23327	1.253	20.812	4.38101231663916	0	0	NEDD4L	XM_005266663.4,XM_006722424.3,XM_006722426.3,BGI_novel_T018617,XM_017025676.1,NM_001144971.1,NM_001243960.1,XM_017025679.1,XM_006722425.3,XM_017025681.1,NM_001144964.1,XM_006722428.3,NM_001144970.2,XM_006722421.3,NM_001144965.1,NM_001144969.1,NM_001144968.1,XM_006722430.3,NM_001144967.2,XM_017025677.1,XM_005266660.4,XM_011525887.2,NM_015277.5,XM_017025678.1,NM_001144966.2,XM_005266658.4,XM_017025680.1	Known_gene	27	0.24	3.18	0.34	18.28	17.56	27.19	23.75	17.28
2346	1.003	12.224	3.6319726985093	0	0	FOLH1	XM_017017446.1,XM_011519958.2,XM_017017434.1,NM_001014986.1,XM_017017433.1,XM_017017449.1,XM_017017439.1,XM_017017451.1,XM_017017448.1,NM_001193471.1,NM_001193472.1,NM_001193473.1,XM_017017436.1,XM_017017444.1,XM_017017442.1,XM_017017445.1,NM_004476.1,XM_017017440.1,XM_017017441.1,XM_017017450.1,XM_017017438.1,XM_017017437.1,XM_017017447.1,XM_017017432.1,XM_017017435.1,XM_017017443.1	Known_gene	26	1.71	0.37	0.93	15.11	6.26	11.72	11.11	16.92
23576	8.34	32.818	2.02291913962208	0	0	DDAH1	XM_005270707.2,NM_012137.3,XM_005270710.2,NM_001134445.1,XM_011541158.1,XM_017000890.1,XM_017000889.1	Known_gene	7	9.66	8.88	6.48	40.34	28.41	25.57	30.63	39.14
23624	1.093	5.398	2.2044477384674	2.08359368269268e-54	6.71179666522407e-54	CBLC	XM_011526688.2,XM_011526690.2,BGI_novel_T020158,NM_012116.3,XM_011526689.2,XM_005258696.3,NM_001130852.1	Known_gene	7	0	1.14	2.14	9.14	0.99	8.78	7.15	0.93
23677	4.56	33.41	2.70728197203664	0	0	SH3BP4	XM_011510893.1,NM_014521.2,XM_011510892.1,XM_011510894.2,XM_011510891.2,BGI_novel_T023901	Known_gene	6	5.14	0.94	7.6	44.21	27.73	25.5	41.03	28.58
247	1.11	107.044	6.33186267720803	0	0	ALOX15B	NM_001141.2,NM_001039131.1,NM_001039130.1	Known_gene	3	0	0.08	3.25	47.77	69.64	92.35	278.46	47
2487	14.75	197.066	3.62907397060168	0	0	FRZB	NM_001463.3	Known_gene	1	20.1	5.2	18.95	84.87	107.19	219.96	296.43	276.88
2524	2.056	9.804	2.27519568553829	5.84003457349034e-134	1.09070973826014e-133	FUT2	NM_001097638.2,BGI_novel_T020309,BGI_novel_T020311,NM_000511.5,BGI_novel_T020310,BGI_novel_T020308	Known_gene	6	0.52	5.11	0.54	12.5	1.22	9.46	9.16	16.68
253152	1.08	15.632	3.61697061420499	9.70933298831108e-234	1.23848701837192e-233	EPHX4	NM_173567.4	Known_gene	1	0.27	0	2.97	0.59	16.25	24.08	15.45	21.79
253190	6.003	252.934	5.35971835261094	0	0	SERHL2	XM_017028739.1,XM_017028738.1,BGI_novel_T026239,NM_014509.4,NM_001284334.1	Known_gene	5	5.77	5.93	6.31	430.7	93.48	121.29	402.32	216.88
2591	3.953	19.332	2.51588355720112	0	0	GALNT3	XM_017003770.1,XM_005246449.1,XM_011510929.1,NM_004482.3	Known_gene	4	3.93	7.51	0.42	24.41	6.68	24.01	17.99	23.57
25928	9.1	472.902	5.91140384165805	0	0	SOSTDC1	XM_017011943.1,NM_015464.2	Known_gene	2	6.43	19.19	1.68	418.55	630.14	303.11	382.53	630.18
26	1.23	11.522	2.97620294248103	8.42872311215450e-259	9.94631669155617e-259	AOC1	BGI_novel_T037279,XM_017011944.1,BGI_novel_T037278,NM_001272072.1,NM_001091.3,XM_017011946.1,XM_017011947.1,BGI_novel_T037280,XM_017011945.1	Known_gene	9	0.96	0	2.73	22.09	8.95	3.42	23.09	0.06
260293	5.803	34.788	2.62729543666332	0	0	CYP4X1	XM_017000973.1,NM_178033.1,NM_001320290.1,BGI_novel_T001653,NM_001320289.1	Known_gene	5	5.28	6.44	5.69	9.79	25.45	30.86	38.44	69.4
26053	1.48	6.948	2.5378667083151	6.77457341514984e-294	7.2150804348716e-294	AUTS2	BGI_novel_T036190,BGI_novel_T036187,BGI_novel_T036182,NM_001127232.2,BGI_novel_T036185,BGI_novel_T036189,XM_011516013.2,NM_001127231.2,BGI_novel_T036183,XM_011516014.2,BGI_novel_T036188,XM_005250257.2,XM_011516011.2,BGI_novel_T036191,XM_011516010.2,XM_017011951.1,XM_011516012.2,XM_011516018.2,BGI_novel_T036181,XM_011516017.2,BGI_novel_T036186,BGI_novel_T036184,NM_015570.3	Known_gene	23	1.23	1.86	1.35	5.2	4.53	7.08	8.47	9.46
26095	1.473	5.184	2.17298704622134	4.48307073083756e-91	1.06035184408727e-90	PTPN20	XM_017016059.1,XM_017016044.1,XM_017016061.1,NM_001320684.1,XM_011539611.2,XM_017016054.1,NM_001320689.1,XM_017016042.1,XM_011539606.2,XM_011539607.2,XM_011539610.2,NM_001320690.1,XM_017016046.1,XM_017016048.1,XM_017016047.1,NM_001320691.1,NM_001042359.3,XM_017016043.1,XM_017016062.1,XM_017016049.1,NM_001042357.4,XM_017016051.1,XM_017016050.1,XM_017016055.1,XM_017016056.1,XM_017016064.1,XM_017016060.1,XM_017016045.1,NM_001320685.1,XM_017016063.1,NM_001042358.4,NM_001042365.3,XM_017016053.1,BGI_novel_T004990,NM_001320682.1,NM_001320681.1,XM_011539605.2,NM_001042361.4,NM_001042362.3,NM_001320683.1,NM_001320688.1,XM_017016057.1,NM_015605.8,XM_017016065.1,NM_001042364.4,XM_017016058.1,NM_001320686.1,XM_017016052.1,NM_001042363.4,NM_001042360.3	Known_gene	50	2.53	1.21	0.68	2.89	7.13	4.39	8.59	2.92
26298	42.07	156.876	2.28950863938655	0	0	EHF	NM_001206616.1,XM_011519983.1,XM_011519984.1,XM_017017534.1,BGI_novel_T006657,XM_005252860.1,NM_012153.5,XM_005252857.1,XM_011519985.1,NM_001206615.1,XM_005252862.1,XM_005252861.1	Known_gene	12	4.09	119.83	2.29	106.18	133.69	194.67	160.14	189.7
2651	2.866	35.378	3.64688122122798	0	0	GCNT2	NM_001491.2,BGI_novel_T033045,XM_017010732.1,XM_006715052.3,XM_005248997.3,NM_145649.4,NM_145655.3,XM_011514466.2,XM_011514468.2,XM_005248999.2	Known_gene	10	3.96	0.23	4.41	26.44	43.6	39.17	18.78	48.9
26751	17.673	67.25	2.04799166426901	0	0	SH3YL1	BGI_novel_T020849,NM_015677.3,BGI_novel_T020850,BGI_novel_T020851,BGI_novel_T020855,BGI_novel_T020853,BGI_novel_T020848,NM_001282687.1,BGI_novel_T020852,BGI_novel_T020854,NM_001159597.2,BGI_novel_T020856,NM_001282682.1	Known_gene	13	17.51	26.78	8.73	50.28	61.46	69.8	54.12	100.59
2678	1.213	15.292	3.47278656069398	0	0	GGT1	BGI_novel_T025777,NM_013430.2,BGI_novel_T025778,BGI_novel_T025774,BGI_novel_T025773,NM_013421.2,BGI_novel_T025772,BGI_novel_T025775,BGI_novel_T025779,BGI_novel_T025776,NM_001288833.1	Known_gene	11	1.21	0	2.43	6.74	7.93	11.01	42.31	8.47
27075	16.293	91.614	2.42707767305024	0	0	TSPAN13	NM_014399.3	Known_gene	1	16.24	12.36	20.28	101.27	71.57	90.05	80.95	114.23
27199	1.356	33.148	4.45210496745412	0	0	OXGR1	XM_005254045.2,XM_005254043.3,NM_080818.3,XM_011521077.2,XM_005254046.2,BGI_novel_T011116,BGI_novel_T011115,XM_005254044.3	Known_gene	8	2.33	0	1.74	9.58	12.07	64.37	31.94	47.78
27250	90.256	463.334	2.46975119510987	0	0	PDCD4	BGI_novel_T005862,NM_014456.4,NM_001199492.1,NM_145341.3	Known_gene	4	72.97	143.51	54.29	353.68	467.47	649.99	502.3	343.23
27347	4.326	25.806	2.92029843801443	0	0	STK39	XM_017003816.1,BGI_novel_T022983,XM_017003814.1,XM_017003817.1,XM_005246465.2,XM_017003815.1,BGI_novel_T022985,NM_013233.2,BGI_novel_T022984,XM_017003813.1,BGI_novel_T022982,BGI_novel_T022986	Known_gene	12	4.24	7.79	0.95	18.82	21.53	32.78	21.8	34.1
2746	21.606	88.716	2.10202766819938	0	0	GLUD1	NM_001318906.1,NM_001318901.1,NM_001318904.1,NM_005271.4,NM_001318900.1,NM_001318905.1,NM_001318902.1	Known_gene	7	40.58	8.63	15.61	71.82	63.79	63.08	56.24	188.65
2762	6	28.724	2.13364072787033	1.44622997095088e-285	1.57220323977661e-285	GMDS	XM_011514500.1,XM_011514505.1,BGI_novel_T032927,XM_011514502.2,NM_001253846.1,XM_017010752.1,XM_006715066.2,XM_011514503.2,XM_011514507.1,NM_001500.3,XM_011514506.1	Known_gene	11	3.91	2.59	11.5	17.61	18.25	33	47.37	27.39
2805	21.763	125.136	2.62007279011322	0	0	GOT1	NM_002079.2	Known_gene	1	14	35.31	15.98	81.4	106.12	157.53	149.11	131.52
2820	2.53	22.684	3.10416491269214	0	0	GPD2	XM_011510977.2,NM_001083112.2,NM_000408.4,XM_011510980.2,XM_017003830.1,XM_005246469.2,XM_017003831.1,XM_011510978.2	Known_gene	8	4.16	1.19	2.24	21.14	14.88	26.27	27.74	23.39
283229	8.383	60.004	2.63824442596988	0	0	CRACR2B	BGI_novel_T006229,XM_017017584.1,XM_017017598.1,XM_017017581.1,BGI_novel_T006227,XM_017017586.1,XM_017017590.1,XM_017017588.1,NM_173584.4,XM_017017596.1,BGI_novel_T006236,BGI_novel_T006230,BGI_novel_T006232,BGI_novel_T006233,BGI_novel_T006228,XM_017017583.1,XM_017017597.1,XM_017017594.1,BGI_novel_T006226,XM_011520011.1,BGI_novel_T006234,XM_011520019.1,BGI_novel_T006235,XM_017017589.1,BGI_novel_T006231,XM_017017582.1,XM_017017599.1,XM_017017591.1,NM_001286606.1,XM_017017585.1,XM_017017595.1,XM_017017587.1,XM_017017593.1,XM_017017592.1	Known_gene	34	2.41	0.41	22.33	75.08	38.91	56.13	97	32.9
283820	1.676	10.894	2.49474944849212	0	0	NOMO2	XM_017023156.1,NM_173614.2,NM_001004060.1	Known_gene	3	1.36	0	3.67	6.85	18.27	11.37	4.56	13.42
284252	3.86	16.262	2.30326967962261	1.14876245272722e-210	1.580940399916e-210	KCTD1	NM_198991.3,NM_001258222.1,BGI_novel_T018325,NM_001258221.1,XM_017025708.1,NM_001136205.2,BGI_novel_T018323,NM_001142730.2,BGI_novel_T018324	Known_gene	9	3.46	6.36	1.76	25.41	7.09	15.14	22.73	10.94
284654	1.663	8.338	2.21079931177449	1.35210989251273e-158	2.2739125889646e-158	RSPO1	NM_001242909.1,NM_001242908.1,BGI_novel_T001374,NM_001038633.3,XM_006710583.3,NM_001242910.1	Known_gene	6	3.41	0.04	1.54	24.1	2.03	8.15	6.78	0.63
288	1.343	22.968	4.14587297815977	0	0	ANK3	BGI_novel_T005097,XM_017016116.1,XM_017016135.1,XM_017016149.1,XM_017016133.1,XM_017016150.1,NM_001149.3,XM_017016117.1,XM_017016129.1,XM_017016128.1,XM_017016119.1,XM_017016148.1,BGI_novel_T005096,XM_017016110.1,XM_017016137.1,XM_017016144.1,BGI_novel_T005094,XM_017016126.1,NM_020987.4,XM_017016146.1,XM_006717796.3,NM_001320874.1,XM_017016134.1,XM_005269715.3,XM_017016140.1,XM_017016113.1,XM_017016114.1,XM_017016123.1,XM_017016130.1,XM_017016111.1,XM_017016145.1,XM_006717802.3,XM_017016112.1,XM_017016143.1,XM_017016120.1,XM_017016136.1,XM_017016138.1,XM_017016131.1,XM_017016124.1,XM_017016125.1,XM_017016121.1,XM_017016127.1,XM_011539709.2,XM_017016142.1,NM_001204403.1,XM_017016147.1,NM_001204404.1,XM_017016132.1,BGI_novel_T005095,XM_017016118.1,XM_017016139.1,XM_017016122.1,XM_017016141.1,XM_011539708.2,XM_017016115.1	Known_gene	55	1.54	1.64	0.85	20.42	17.64	26.47	17.27	33.04
2886	3.78	27.586	3.22159723248309	0	0	GRB7	XM_017024538.1,XM_017024537.1,NM_001030002.2,NM_001242443.1,NM_001242442.1,XM_017024536.1,BGI_novel_T016712,NM_005310.3	Known_gene	8	0.52	9.28	1.54	34.16	14.16	29.75	46.13	13.73
2891	1.58	12.074	2.78684735722611	0	0	GRIA2	BGI_novel_T030620,XM_017008114.1,XM_017008116.1,XM_017008117.1,NM_000826.3,NM_001083619.1,XM_017008113.1,BGI_novel_T030621,XM_017008115.1,BGI_novel_T030619,NM_001083620.1	Known_gene	11	4.44	0.03	0.27	7.23	11.43	15.21	10.49	16.01
28983	2.763	28.086	3.66346759500272	0	0	TMPRSS11E	XM_011531896.2,BGI_novel_T029712,NM_014058.3	Known_gene	3	0	7.66	0.63	11.03	49.49	46.95	21.59	11.37
291	4.4	26.62	2.41997733323132	0	0	SLC25A4	NM_001151.3	Known_gene	1	6.05	0.25	6.9	22.87	17.59	24.81	43.45	24.38
2969	10.756	49.576	2.24363782209457	0	0	GTF2I	NM_033001.3,NM_001163636.2,NM_001280800.1,NM_033000.3,NM_032999.3,NM_001518.4,BGI_novel_T036256,BGI_novel_T036257	Known_gene	8	7.95	15.44	8.88	53.61	57.34	33	37.83	66.1
3012	1.796	10.08	2.26666071794781	5.55395135158963e-31	2.49494695862935e-30	HIST1H2AE	NM_021052.2	Known_gene	1	0.71	0	4.68	1.95	0	18.52	29.93	0
306	11.576	232.316	4.34832396754965	0	0	ANXA3	BGI_novel_T029832,NM_005139.2	Known_gene	2	12.81	13.99	7.93	368.1	150.26	183.05	223.43	236.74
3091	46.41	196.064	2.04967319864909	0	0	HIF1A	NM_001243084.1,BGI_novel_T011859,NM_181054.2,NM_001530.3	Known_gene	4	57.62	37.06	44.55	129.1	156.4	267.5	199.04	228.28
3141	1.023	5.188	2.07269087915063	9.4221473093122e-178	1.46554660812627e-177	HLCS	XM_011529540.2,NM_001242785.1,XM_005260955.3,XM_017028330.1,XM_011529541.2,XM_011529539.2,XM_011529538.1,XM_005260953.3,NM_001242784.1,XM_006723995.1,XM_005260956.3,BGI_novel_T025299,NM_000411.6,XM_006723994.2	Known_gene	14	1.57	0.06	1.44	5.73	4.75	5.74	4.21	5.51
3158	3.183	373.73	6.99252385558492	0	0	HMGCS2	XM_011541313.1,NM_001166107.1,NM_005518.3	Known_gene	3	0.36	5.8	3.39	425.84	299.79	386.53	360.3	396.19
3176	6.883	28.848	2.06477182698398	0	0	HNMT	XM_017003948.1,BGI_novel_T022721,NM_001024075.1,XM_011511064.2,NM_006895.2,XM_017003949.1,NM_001024074.2	Known_gene	7	12.09	3.08	5.48	22.96	22.23	30.48	32.6	35.97
3291	3.683	29.234	2.86264161149379	0	0	HSD11B2	NM_000196.3,BGI_novel_T015298,BGI_novel_T015297,BGI_novel_T015299	Known_gene	4	8.18	0.2	2.67	43.83	22.62	7.08	69.48	3.16
340252	3.053	13.14	2.02286587180453	4.62516781352917e-232	5.94007129969845e-232	ZNF680	XM_017012127.1,XM_006715959.2,NM_001130022.1,BGI_novel_T036056,NM_178558.4,XM_017012129.1,BGI_novel_T036057,XM_017012128.1,BGI_novel_T036055,XM_017012126.1	Known_gene	10	7.24	0	1.92	15.33	14.55	16.68	11.89	7.25
3418	75.733	357.03	2.32895082198337	0	0	IDH2	NM_001290114.1,NM_002168.3,NM_001289910.1	Known_gene	3	24.45	130.98	71.77	468.18	317.25	284.96	376.73	338.03
344905	2.163	13.77	3.16373378939305	0	0	ATP13A5	BGI_novel_T028854,BGI_novel_T028855,BGI_novel_T028856,NM_198505.2,XM_017006304.1,XM_011512770.1,BGI_novel_T028857,XM_017006305.1	Known_gene	8	0.07	6.42	0	20.02	14.58	4.64	13.1	16.51
351	14.583	66.936	2.05508502530565	0	0	APP	NM_001204303.1,NM_201413.2,BGI_novel_T025170,NM_001204302.1,NM_001136016.3,NM_001136129.2,NM_001136130.2,NM_001136131.2,NM_000484.3,NM_001204301.1,BGI_novel_T025172,BGI_novel_T025171,BGI_novel_T025169,NM_201414.2	Known_gene	14	18.1	4.02	21.63	96.94	58.94	46.95	85.63	46.22
3673	1.283	4.966	2.16349454444248	7.37541539287512e-221	9.81305809179545e-221	ITGA2	NM_002203.3,BGI_novel_T031381,BGI_novel_T031382,BGI_novel_T031383	Known_gene	4	0.67	2.23	0.95	6.88	8.36	4.76	3.49	1.34
3696	6.05	29.4	2.28693793591997	0	0	ITGB8	BGI_novel_T035508,NM_002214.2,XM_017012181.1,XM_011515396.1,XM_017012178.1,BGI_novel_T035507,XM_011515394.2,BGI_novel_T035504,BGI_novel_T035506,XM_017012182.1,BGI_novel_T035503,XM_011515393.2,XM_017012180.1,BGI_novel_T035505,XM_017012179.1,XM_017012183.1,BGI_novel_T035509	Known_gene	17	11.42	4.83	1.9	33.7	41.8	22.79	12.84	35.87
3709	2.18	26.29	3.53366684268928	0	0	ITPR2	XM_017019267.1,BGI_novel_T008639,NM_002223.3,XM_017019269.1,XM_017019268.1,BGI_novel_T008638,XM_017019266.1	Known_gene	7	2.48	2.62	1.44	23.67	30.24	31.33	18.88	27.33
374454	1.59	21.114	3.99961529680367	0	0	KRT77	NM_175078.2,XM_011538289.2,XM_011538288.2,BGI_novel_T009045	Known_gene	4	0.25	3.8	0.72	28.52	28.81	17.33	27.15	3.76
374655	1.936	10.278	2.19403046535618	4.29969750530878e-237	5.42271446194272e-237	ZNF710	NM_198526.3,BGI_novel_T013881,XM_011521542.2,XM_011521544.1,BGI_novel_T013878,BGI_novel_T013880,XM_005254907.3,BGI_novel_T013882,XM_011521540.2,XM_011521541.2,BGI_novel_T013879,XM_005254906.3,XM_011521543.2	Known_gene	13	2.09	0.76	2.96	10.63	8.52	10.14	12.82	9.28
3783	2.763	102.458	4.98551296597034	0	0	KCNN4	XM_005258882.2,XM_005258883.2,XM_011526938.1,NM_002250.2,BGI_novel_T020109	Known_gene	5	1.84	0.1	6.35	102.27	39.21	117.46	142.68	110.67
3854	1.533	115.732	6.22141804577392	0	0	KRT6B	NM_005555.3,BGI_novel_T009031,BGI_novel_T009034	Known_gene	3	0.16	2.07	2.37	198.38	91.65	69.65	210.76	8.22
3855	6.586	698.028	6.80939600044867	0	0	KRT7	XM_011538325.1,NM_005556.3,XM_017019294.1,BGI_novel_T009025	Known_gene	4	1.42	1.41	16.93	795.52	365.65	558.53	1161.48	608.96
3856	9.636	769.936	6.27101258114777	0	0	KRT8	NM_001256293.1,BGI_novel_T009050,NM_001256282.1,NM_002273.3	Known_gene	4	3.58	6.38	18.95	948.5	380.96	936.46	962.47	621.29
3861	286.386	1465.834	2.36815653517028	0	0	KRT14	NM_000526.4	Known_gene	1	43.55	438.74	376.87	2475.77	1462.37	1136.96	2005.97	248.1
3866	53.106	412.01	3.23465652603377	0	0	KRT15	BGI_novel_T016755,BGI_novel_T016752,NM_002275.3,XM_017024614.1,BGI_novel_T016754,BGI_novel_T016756,BGI_novel_T016753,XM_011524784.2	Known_gene	8	8.87	137.66	12.79	273.64	298.73	580.45	745.61	161.62
3868	5.89	48.41	2.9227618372699	0	0	KRT16	BGI_novel_T016758,NM_005557.3,BGI_novel_T016757	Known_gene	3	0.07	6.65	10.95	53.26	62.22	20.22	104.72	1.63
3872	19.063	243.662	3.90489323146901	0	0	KRT17	NM_000422.2	Known_gene	1	2.26	47.59	7.34	272.35	278.57	178.9	476.11	12.38
3875	55.253	1188.306	4.28450620484253	0	0	KRT18	NM_000224.2,NM_199187.1	Known_gene	2	31.76	29.47	104.53	1352.7	816.53	1340.71	1414.39	1017.2
3880	15.03	1331.112	6.2625571269921	0	0	KRT19	NM_002276.4	Known_gene	1	7.37	3.61	34.11	1689.67	954.42	1380.37	2010.98	620.12
389336	63.33	91.29	2.26672365644181	0	0	C5orf46	XM_005268446.3,XM_017009459.1,NM_206966.2	Known_gene	3	0.55	188.61	0.83	111.6	90.89	81.96	89.44	82.56
