ï..Gene.ID	FK.FPKM	HN.FPKM	log2.HN.FK.	Qvalue.FK.vs.HN.	Pvalue.FK.vs.HN.	Other.Gene.ID	Transcripts	Gene.Type	Transcripts.Number	Start	End	Chr	Strand....	Length	Max.Length.of.Transcript	FK2.FPKM	FK4.FPKM	FK5.FPKM	FK6.FPKM	FK7.FPKM	HN1.FPKM	HN2.FPKM	HN3.FPKM	HN4.FPKM	HN5.FPKM
151354	9.09	44.808	2.32911163953874	0	0	FAM84A	BGI_novel_T019501,BGI_novel_T019500,NM_145175.2	Known_gene	3	14632686	14650819	chr2	+	18134	6355	6.59	10.2	15.86	4.83	7.97	85.9	43.23	38.6	37.94	18.37
151473	9.99	2.034	-2.35146566210012	0	0	SLC16A14	XM_011510751.2,XM_017003480.1,NM_152527.4,BGI_novel_T021898,XM_011510752.1,XM_005246353.3	Known_gene	6	230034473	230068999	chr2	-	34527	4398	15.6	4.67	11.12	7.49	11.07	2.46	1.09	3.89	1.48	1.25
151887	80.378	8.828	-3.23405033025918	0	0	CCDC80	NM_199511.2,NM_199512.2	Known_gene	2	112604386	112641143	chr3	-	36758	4712	135.68	11.25	132.21	45.66	77.09	11.93	23.06	2.47	4.62	2.06
152007	21.84	5.822	-2.00593220502523	3.33477143923255e-302	3.05947760492621e-302	GLIPR2	NM_001287013.1,NM_001287011.1,NM_001287010.1,NM_022343.3,NM_001287012.1,NM_001287014.1	Known_gene	6	36136536	36163913	chr9	+	27378	2229	31.63	4.05	31.2	19.79	22.53	4.32	7.16	12.01	3.18	2.44
152273	8.854	1.976	-2.23712230722154	0	0	FGD5	NM_001320276.1,NM_152536.3,XM_011533422.1,XM_011533423.1,BGI_novel_T024551	Known_gene	5	14818962	14934565	chr3	+	115604	5897	9.1	0.8	13.26	5.92	15.19	0.74	6.42	0.28	1.16	1.28
152503	12.922	2.392	-2.31052805754394	0	0	SH3D19	XM_011531646.1,BGI_novel_T027894,XM_017007780.1,XM_011531649.1,NM_001243349.1,BGI_novel_T027899,XM_017007782.1,NM_001128923.1,XM_017007778.1,BGI_novel_T027898,NM_001128924.1,BGI_novel_T027896,XM_017007779.1,BGI_novel_T027897,XM_005262767.2,XM_017007781.1,BGI_novel_T027893,BGI_novel_T027900,XM_011531647.1,XM_011531648.1,NM_001009555.3,BGI_novel_T027895,XM_017007783.1	Known_gene	23	151119576	151409346	chr4	-	289771	6157	20.54	8.89	10.53	6.78	17.87	2.12	4.9	2.3	1.08	1.56
152519	2.27	11.338	2.59249899490999	0	0	NIPAL1	BGI_novel_T027063,XM_017007784.1,NM_207330.2,BGI_novel_T027062	Known_gene	4	48016772	48040173	chr4	+	23402	5302	0.22	8.15	0.95	1.63	0.4	8.53	16	21.5	6.41	4.25
153328	1.318	6.782	2.53542934606236	1.53611384778694e-86	3.10083719168266e-86	SLC25A48	XM_017009089.1,XM_006714546.1,NM_145282.4,XM_006714550.1,XM_006714552.2,XM_017009087.1,XM_017009088.1,XM_006714544.1,XM_011543199.1,XM_005271903.1,BGI_novel_T029196,XM_017009092.1,XM_017009090.1,XM_017009086.1,XM_017009091.1,BGI_novel_T029200,XM_011543196.1,BGI_novel_T029199,BGI_novel_T029197,BGI_novel_T029195,BGI_novel_T029198	Known_gene	21	135559577	135888637	chr5	+	329061	2861	0.69	4.56	0.65	0	0.69	0.99	10.56	0.82	9.07	12.47
153562	1.702	8.442	2.35800298081519	4.24897021267523e-265	4.25027014594026e-265	MARVELD2	XM_005248445.4,NM_001244734.1,NM_001038603.2,XM_005248446.4,XM_005248447.4	Known_gene	5	69415112	69444022	chr5	+	28911	4413	1.3	4.13	0.55	0.84	1.69	11.88	5.67	7.01	7.96	9.69
1536	8.038	1.328	-2.73526193782216	0	0	CYBB	NM_000397.3,BGI_novel_T036836	Known_gene	2	37780017	37813482	chrX	+	33466	4529	3.66	1.3	5.27	26.35	3.61	0.41	3.49	0.81	1.78	0.15
153769	4.046	14.004	2.52019426666883	0	0	SH3RF2	XM_005268380.2,BGI_novel_T029377,BGI_novel_T029376,XM_017009136.1,XM_011537567.2,NM_152550.3,XM_011537569.2,XM_006714757.1,XM_011537568.2,BGI_novel_T029374,BGI_novel_T029375	Known_gene	11	145936563	146081777	chr5	+	145215	9434	1.01	15.87	0.92	1.73	0.7	15.16	9.25	18.46	17.98	9.17
1545	43.376	8.612	-2.32793916904889	0	0	CYP1B1	NM_000104.3	Known_gene	1	38067603	38076181	chr2	-	8579	5154	55.96	14.35	24.69	23.83	98.05	4	23.66	9.58	5.02	0.8
154661	13.246	1.644	-2.9398554060966	0	0	RUNDC3B	XM_011515829.2,NM_138290.2,XM_011515828.2,XM_017011763.1,XM_017011764.1,NM_001134405.1,NM_001134406.1,XM_005250156.2,XM_017011762.1,XM_011515827.1,XM_011515826.1,XM_017011761.1,XM_017011765.1,XM_005250158.2,XM_017011766.1,BGI_novel_T032725	Known_gene	16	87627656	87832298	chr7	+	204643	4101	17.61	7.42	10.66	14.23	16.31	0.52	3.05	2.21	0.91	1.53
155038	23.778	3.306	-2.89709436168828	0	0	GIMAP8	XM_005249951.3,XM_005249950.4,NM_175571.3,BGI_novel_T033432	Known_gene	4	150450630	150479395	chr7	+	28766	4187	17.31	0.88	45.11	14.98	40.61	1.55	7.04	1.08	6.29	0.57
155066	3.77	34.15	3.05808609090984	0	0	ATP6V0E2	BGI_novel_T033426,BGI_novel_T033424,NM_001289990.1,BGI_novel_T033425,NM_145230.3,NM_001100592.2	Known_gene	6	149872968	149880713	chr7	+	7746	2742	3.53	0.36	10.03	2.08	2.85	38.29	29.6	27.22	49.63	26.01
157638	5.494	22.374	2.18367932246097	0	0	FAM84B	NM_174911.4,XM_017013107.1,BGI_novel_T034650,BGI_novel_T034651,XM_017013108.1	Known_gene	5	126552438	126558499	chr8	-	6062	5481	3.5	1.81	9.58	2.63	9.95	28.48	19.04	25.26	20.89	18.2
159195	4.66	16.838	2.03797622652124	0	0	USP54	XM_017015771.1,BGI_novel_T005023,XM_017015778.1,BGI_novel_T005017,XM_017015770.1,XM_011539368.2,XM_017015763.1,XM_017015783.1,XM_017015776.1,XM_017015773.1,BGI_novel_T005021,BGI_novel_T005018,NM_001320441.1,XM_017015765.1,XM_017015762.1,XM_017015768.1,BGI_novel_T005024,BGI_novel_T005022,XM_017015781.1,XM_005269582.2,XM_017015760.1,XM_017015772.1,XM_017015774.1,XM_017015786.1,XM_017015780.1,NM_152586.3,XM_017015777.1,XM_017015767.1,XM_017015766.1,XM_017015759.1,BGI_novel_T005019,XM_017015779.1,XM_017015785.1,XM_017015761.1,XM_017015764.1,XM_017015769.1,XM_017015775.1,XM_017015784.1,XM_017015782.1,NM_001320437.1,BGI_novel_T005020	Known_gene	41	73497533	73626393	chr10	-	128861	9478	9.63	1.55	3.32	2.32	6.48	18.87	9.71	24.57	24.94	6.1
1601	37.784	7.658	-2.38637083930363	0	0	DAB2	NM_001343.3,NM_001244871.1,BGI_novel_T028479	Known_gene	3	39371674	39425233	chr5	-	53560	4894	49.58	4.2	63.99	33.83	37.32	2.77	16.45	1.34	7.79	9.94
160760	1.466	6.436	2.0658859001277	4.41749335652924e-152	6.38690179695966e-152	PPTC7	NM_139283.1,BGI_novel_T009368,BGI_novel_T009367	Known_gene	3	110534211	110584274	chr12	-	50064	3821	2.22	0.03	1.62	1.9	1.56	10.55	4.79	6.18	5.88	4.78
161198	114.942	27.418	-2.18565584377001	0	0	CLEC14A	NM_175060.2	Known_gene	1	38254000	38256370	chr14	-	2371	2371	82.9	33.46	301.22	101.5	55.63	19.78	39.81	29.23	28.17	20.1
162979	1.42	9.712	2.86584016218314	4.36138466087221e-146	6.46988257832441e-146	ZNF296	NM_145288.1	Known_gene	1	45071500	45076430	chr19	-	4931	1586	1.21	3.37	1.77	0.48	0.27	10.77	3.67	10.46	20.25	3.41
163351	10.912	1.164	-2.79192215183891	0	0	GBP6	NM_001320257.1,XM_011540835.2,BGI_novel_T002072,NM_198460.2,BGI_novel_T002073	Known_gene	5	89363825	89388160	chr1	+	24336	5071	0.35	51.42	0.92	1.87	0	1.5	3.68	0.17	0.47	0
1634	4769.56	133.056	-5.24987650045755	0	0	DCN	NM_133503.3,BGI_novel_T009114,XM_005268693.1,NM_133507.3,NM_133505.3,BGI_novel_T009115,NM_133506.3,NM_001920.4,XM_006719270.1,NM_133504.3,XM_017018917.1,BGI_novel_T009116	Known_gene	12	91143277	91183124	chr12	-	39848	4364	6540.02	1253.88	1959.01	8600.38	5494.51	76.45	465.33	27.83	27.12	68.55
164091	42.424	4.864	-2.9205868434963	0	0	PAQR7	XM_011540861.1,XM_005245745.3,NM_178422.5,XM_011540862.2,XM_005245746.3	Known_gene	5	25861484	25876707	chr1	-	15224	3023	18.18	137	15.85	23.38	17.71	5.41	4.64	7.2	1.67	5.4
165	41.398	4.546	-3.266471333729	0	0	AEBP1	NM_001129.4,BGI_novel_T032263,XM_011515162.1	Known_gene	3	44104320	44114565	chr7	+	10246	4086	43.24	12.18	96.12	21.48	33.97	4.69	10.46	0.24	0.19	7.15
165679	24.266	164.884	3.06863452841559	0	0	SPTSSB	XM_017005793.1,BGI_novel_T026126,NM_001040100.1,XM_017005794.1,NM_001320679.1	Known_gene	5	161344784	161373123	chr3	-	28340	3493	4.39	99.45	3.07	13.83	0.59	158.04	166.71	195.01	122.84	181.82
1672	1.8	13.056	2.49301450560167	1.90824775808275e-38	5.83495972579694e-38	DEFB1	NM_005218.3	Known_gene	1	6870575	6878007	chr8	-	7433	463	0	2.25	1.37	5.38	0	12.3	9.88	14.12	20.37	8.61
1674	21.052	1.006	-4.54122504942039	0	0	DES	BGI_novel_T021808,NM_001927.3,BGI_novel_T021809	Known_gene	3	219418377	219426739	chr2	+	8363	2248	15.23	7.89	41.69	31.02	9.43	0.25	2.46	0	0.73	1.59
1675	657.36	16.28	-5.46926159191083	0	0	CFD	NM_001928.3,NM_001317335.1	Known_gene	2	859659	863569	chr19	+	3911	1145	518.84	194.24	1317.19	797.44	459.09	14.81	35.7	8.59	11.65	10.65
168507	7.242	1.116	-2.37679789312326	2.23368104173963e-238	2.42033792466513e-238	PKD1L1	BGI_novel_T032319,NM_138295.3,XM_017011798.1,BGI_novel_T032315,BGI_novel_T032317,BGI_novel_T032320,BGI_novel_T032318,BGI_novel_T032316	Known_gene	8	47774603	47958622	chr7	-	184020	16082	5.46	0.1	7.91	11.97	10.77	1.46	1.9	1.38	0.84	0
168537	211.13	45.512	-2.29545444431982	0	0	GIMAP7	NM_153236.3	Known_gene	1	150514857	150521073	chr7	+	6217	1229	179.05	98.08	205.95	259.72	312.85	27.16	108.8	29.44	38.44	23.72
170575	16.328	2.56	-2.67389308700576	0	0	GIMAP1	NM_130759.3	Known_gene	1	150716557	150724280	chr7	+	7724	4416	9	20.23	22.36	17.68	12.37	0.75	3.91	2.71	3.36	2.07
171024	42.276	2.622	-4.08497235518745	0	0	SYNPO2	BGI_novel_T027650,BGI_novel_T027651,NM_001128934.2,NM_001286754.1,NM_001286755.1,BGI_novel_T027652,NM_001128933.2,NM_133477.2	Known_gene	8	118842074	119061247	chr4	+	219174	9941	53.03	41.49	30.59	58.95	27.32	1.55	4.54	2.57	1.53	2.92
171177	4.896	48.442	3.55971402459851	0	0	RHOV	NM_133639.3	Known_gene	1	40872214	40874289	chr15	-	2076	1705	0	20.27	0.75	2.81	0.65	56	25.18	35.02	39.76	86.25
171546	14.54	115.922	2.98812185303337	0	0	SPTSSA	NM_138288.3	Known_gene	1	34432938	34462262	chr14	-	29325	2534	23.03	10.28	12.76	4.28	22.35	55.1	81.6	137.7	102.34	202.87
1717	3.95	50.09	3.58785588617899	0	0	DHCR7	BGI_novel_T007079,XM_011544777.1,NM_001360.2,NM_001163817.1	Known_gene	4	71434411	71448431	chr11	-	14021	2776	1.6	2.8	4.97	6.46	3.92	64.07	34.23	38.26	86.74	27.15
1718	9.682	64.94	2.96988939995066	0	0	DHCR24	BGI_novel_T001772,NM_014762.3	Known_gene	2	54849627	54887248	chr1	-	37622	4286	2.69	19.82	11.97	8.71	5.22	96.23	63.79	56.2	77.77	30.71
1734	236.316	8.978	-4.80982507970163	0	0	DIO2	NM_000793.5,BGI_novel_T011398,NM_001242502.1,BGI_novel_T011397,NM_001242503.1,NM_013989.4,NM_001007023.3	Known_gene	7	80197525	80231054	chr14	-	33530	6372	500.44	43.51	86.32	358.82	192.49	10.94	11.77	1.22	1.28	19.68
178	2.21	10.914	2.32585236760821	0	0	AGL	NM_000644.2,NM_000645.2,XM_017000501.1,NM_000643.2,NM_000028.2,NM_000642.2,NM_000646.2,XM_005270557.2	Known_gene	8	99850077	99924023	chr1	+	73947	7449	3.74	1.17	1.5	1.92	2.72	9.51	16.13	9.65	7.16	12.12
1780	2.346	11.86	2.27197045919951	8.08595024470535e-261	8.15315735248527e-261	DYNC1I1	NM_004411.4,XM_017011805.1,NM_001278421.1,XM_011515862.1,BGI_novel_T032834,XM_011515861.1,XM_017011806.1,NM_001135557.1,XM_017011807.1,NM_001135556.1,XM_011515863.2,NM_001278422.1,XM_017011804.1	Known_gene	13	95772506	96110322	chr7	+	337817	3635	3.2	0	4.4	0.61	3.52	3.01	7.52	13.53	10.64	24.6
1796	6.382	1.158	-2.57477787628946	9.34380891583439e-124	1.5222463786269e-123	DOK1	NM_001318867.1,NM_001197260.1,NM_001318866.1,NM_001318868.1,NM_001381.4,BGI_novel_T020175,NM_001318869.1,XM_017003528.1	Known_gene	8	74549020	74557551	chr2	+	8532	2521	5.4	0.5	20.67	1.54	3.8	1.81	1.52	0.71	1.75	0
1805	345.112	16.326	-4.46009689017309	0	0	DPT	NM_001937.4	Known_gene	1	168695457	168729204	chr1	-	33748	1728	896.18	71.84	329.2	235.53	192.81	7.59	51.81	5.77	7.08	9.38
1808	263.794	57.112	-2.22622032905065	0	0	DPYSL2	NM_001197293.2,NM_001244604.1,NM_001386.5	Known_gene	3	26514193	26658177	chr8	+	143985	4638	306.87	83.1	183.12	193.34	552.54	31.24	82.98	50.51	36.21	84.62
1809	20.934	4.82	-2.15491637420294	0	0	DPYSL3	BGI_novel_T029404,NM_001387.2,BGI_novel_T029402,NM_001197294.1,BGI_novel_T029403,XM_011537574.1	Known_gene	6	147390808	147510056	chr5	-	119249	5707	43.97	6.07	17.72	13.98	22.93	5.67	7.96	1.98	5.74	2.75
1824	7.146	49.05	3.0459332758122	0	0	DSC2	NM_024422.4,NM_004949.4,XM_005258206.4	Known_gene	3	31065974	31102432	chr18	-	36459	5254	1.46	23.71	2.62	5.34	2.6	48.88	54.85	54.61	48.86	38.05
1825	9.396	27.43	2.02316689290187	0	0	DSC3	NM_024423.3,NM_001941.4,BGI_novel_T016996	Known_gene	3	30989365	31042815	chr18	-	53451	7699	1.58	40.31	0.74	3.36	0.99	24.07	31.63	42.72	16.62	22.11
1829	1.662	61.71	5.16369975319564	0	0	DSG2	NM_001943.4	Known_gene	1	31498004	31549008	chr18	+	51005	5870	0.98	0.34	1.71	1.18	4.1	55.79	46.89	65.74	46.8	93.33
1836	1.414	82.642	5.84946963735165	0	0	SLC26A2	XM_017009191.1,NM_000112.3	Known_gene	2	149960729	149987400	chr5	+	26672	8075	2.01	0.58	1.79	0.11	2.58	53.05	72.26	87.33	64.27	136.3
1838	6.438	36.7	2.15522915506828	0	0	DTNB	XM_017003538.1,XM_017003536.1,XM_017003537.1,NM_001320932.1,XM_011532675.1,XM_017003533.1,NM_001256304.1,XM_011532672.2,XM_011532677.2,XM_017003535.1,XM_017003531.1,XM_017003542.1,XM_017003541.1,XM_017003532.1,XM_017003545.1,XM_017003543.1,BGI_novel_T019628,XM_011532673.1,XM_011532681.2,XM_011532671.1,XM_011532676.1,XM_017003529.1,XM_011532680.2,XM_017003544.1,NM_001320936.1,NM_183361.2,NM_001320934.1,NM_001256303.1,XM_017003540.1,NM_033147.3,NM_001320937.1,NM_001320935.1,XM_017003534.1,NM_183360.2,XM_017003539.1,NM_001256308.2,XM_005264182.1,NM_001320933.1,XM_011532679.1,XM_011532674.1,NM_021907.4,NM_033148.3,XM_017003530.1	Known_gene	43	25377243	25673647	chr2	-	296405	5143	7.13	1.28	7.15	6.92	9.71	26.17	31.72	42.54	34.65	48.42
1842	18.446	3.47	-2.47283609363798	0	0	ECM2	XM_017014376.1,BGI_novel_T035663,BGI_novel_T035659,BGI_novel_T035660,NM_001197296.1,NM_001197295.1,NM_001393.3,BGI_novel_T035662,BGI_novel_T035661,XM_017014377.1	Known_gene	10	92490954	92536683	chr9	-	45730	5171	45.43	1.75	16.79	7.28	20.98	0.84	12.21	1.95	0.78	1.57
1846	1.536	13.788	3.04586962259809	0	0	DUSP4	XM_011544428.2,NM_001394.6,NM_057158.3	Known_gene	3	29333062	29350750	chr8	-	17689	8179	2.87	0.48	2.04	1.78	0.51	13.46	18.49	12.04	16.09	8.86
1879	85.852	10.072	-3.31966230021735	0	0	EBF1	NM_001324106.1,BGI_novel_T029544,BGI_novel_T029554,BGI_novel_T029546,XM_017009201.1,BGI_novel_T029548,BGI_novel_T029550,NM_001324107.1,XM_017009204.1,XM_017009203.1,XM_017009195.1,BGI_novel_T029555,NM_001324101.1,BGI_novel_T029553,NM_182708.2,BGI_novel_T029557,BGI_novel_T029552,NM_001324111.1,BGI_novel_T029560,XM_017009192.1,XM_017009197.1,XM_017009198.1,NM_001324109.1,BGI_novel_T029547,XM_017009199.1,XM_017009194.1,NM_001324108.1,XM_017009193.1,BGI_novel_T029545,NM_001290360.2,BGI_novel_T029549,XM_017009196.1,NM_024007.4,BGI_novel_T029556,XM_017009202.1,BGI_novel_T029559,NM_001324103.1,XM_017009200.1,BGI_novel_T029561,BGI_novel_T029551,BGI_novel_T029558	Known_gene	41	158695902	159099762	chr5	-	403861	24380	104.92	33.33	82.61	61.2	147.2	7.47	19.66	9.54	4.18	9.51
1893	72.792	6.908	-3.51313774389578	0	0	ECM1	NM_004425.3,NM_001202858.1,NM_022664.2,BGI_novel_T002650	Known_gene	4	150508011	150513789	chr1	+	5779	2225	54.87	3.2	186.64	55.09	64.16	5.97	18.37	1.71	2.35	6.14
19	61.936	10.042	-2.56001725577649	0	0	ABCA1	BGI_novel_T035837,XM_017014381.1,BGI_novel_T035830,BGI_novel_T035834,BGI_novel_T035835,BGI_novel_T035832,XM_011518341.2,XM_017014382.1,XM_005251776.2,XM_005251773.2,BGI_novel_T035827,XM_011518340.2,BGI_novel_T035840,BGI_novel_T035829,BGI_novel_T035833,BGI_novel_T035842,XM_017014379.1,XM_017014378.1,BGI_novel_T035839,BGI_novel_T035828,XM_011518339.2,BGI_novel_T035841,BGI_novel_T035838,NM_005502.3,BGI_novel_T035836,XM_017014380.1,XM_011518344.2,XM_011518342.2,BGI_novel_T035843,BGI_novel_T035831	Known_gene	30	104780955	104928246	chr9	-	147292	11140	109.46	16.21	18.05	45.75	120.21	5.35	24.76	4.9	1.93	13.27
1901	105.08	22.98	-2.25318285194285	0	0	S1PR1	NM_001400.4,NM_001320730.1	Known_gene	2	101236749	101241520	chr1	+	4772	3050	60.04	22.16	135.42	98.17	209.61	11.23	49.21	18.46	22.18	13.82
1902	33.54	1.534	-4.59324117587224	0	0	LPAR1	XM_017014388.1,XM_005251781.3,BGI_novel_T035903,XM_017014407.1,XM_017014383.1,XM_017014391.1,XM_017014387.1,XM_017014392.1,XM_017014401.1,XM_017014400.1,XM_017014405.1,XM_017014397.1,XM_017014393.1,XM_017014395.1,XM_017014399.1,XM_017014404.1,XM_017014403.1,XM_017014390.1,XM_017014386.1,XM_005251782.3,XM_017014389.1,NM_001401.3,XM_017014385.1,XM_017014402.1,XM_017014406.1,XM_017014396.1,XM_017014398.1,BGI_novel_T035904,XM_017014384.1,XM_017014394.1,NM_057159.2	Known_gene	31	110873252	111039259	chr9	-	166008	4428	51.17	10.38	21.73	39.06	45.36	0.48	4.8	0.03	0.03	2.33
1910	42.106	8.42	-2.32568407738147	0	0	EDNRB	NM_003991.3,NM_001201397.1,NM_001122659.2,BGI_novel_T010416,NM_000115.3	Known_gene	5	77895481	77975529	chr13	-	80049	4471	47.85	18.37	39.29	43.54	61.48	3.68	15.89	12.44	4.8	5.29
1944	3.35	25.31	3.21207689460772	0	0	EFNA3	BGI_novel_T002847,NM_004952.4,BGI_novel_T002846	Known_gene	3	155078872	155087538	chr1	+	8667	1782	1.35	6.62	4.48	2.61	1.69	37.29	18.51	13.75	43.66	13.34
1945	3.596	18.19	2.29238203996003	2.03385834782223e-160	2.83557258428194e-160	EFNA4	NM_005227.2,NM_182690.2,NM_182689.1	Known_gene	3	155063737	155069553	chr1	+	5817	1257	1.16	3.84	5.58	4.66	2.74	15.86	6.94	30.24	30.58	7.33
1958	2532.234	310.998	-2.89532816092518	0	0	EGR1	NM_001964.2	Known_gene	1	138465492	138469315	chr5	+	3824	3136	2352.48	5815.2	369.26	2267.89	1856.34	342.46	556.23	373.22	179.34	103.74
196740	7.156	1.938	-2.51786876671981	0	0	VSTM4	XM_017015827.1,NM_001031746.4,NM_144984.3,XM_017015826.1,XM_017015828.1,XM_017015825.1	Known_gene	6	49014245	49129118	chr10	-	114874	6781	12.16	0.59	11.26	2.69	9.08	2.01	0.32	0.78	0.3	6.28
1978	105.356	25.088	-2.15233108797293	0	0	EIF4EBP1	NM_004095.3	Known_gene	1	38030502	38060365	chr8	+	29864	859	43.2	164.9	124.42	149.15	45.11	19.38	31.91	21.8	17.21	35.14
199800	12.644	2.88	-2.21024167598274	8.85913314610289e-204	1.061364451542e-203	ADM5	NM_001101340.1	Known_gene	1	49688685	49690990	chr19	+	2306	2112	2.61	6.69	32.39	8.72	12.81	0.85	6.56	1.46	4.15	1.38
1999	3.882	69.532	4.44907867318934	0	0	ELF3	BGI_novel_T003594,NM_004433.4,XM_005244942.2,NM_001114309.1,BGI_novel_T003595	Known_gene	5	202010519	202017188	chr1	+	6670	3695	0.34	15.64	1.98	1.12	0.33	95.69	35.85	77.11	93.92	45.09
2001	1.16	50.56	5.89399930992398	0	0	ELF5	BGI_novel_T006384,NM_198381.1,BGI_novel_T006385,XM_017017308.1,NM_001243080.1,XM_017017309.1,NM_001243081.1,NM_001422.3	Known_gene	8	34478791	34513800	chr11	-	35010	2451	0.12	5.22	0.1	0	0.36	12.96	28.28	77.14	61.29	73.13
2004	58.432	13.164	-2.14036513811067	0	0	ELK3	NM_005230.3,NM_001303511.1,XM_006719275.3	Known_gene	3	96194382	96269835	chr12	+	75454	4291	66.11	26.21	69.29	38.12	92.43	5.62	19.59	6.34	10.21	24.06
2006	7.522	1.12	-2.81482988022658	3.09440524894386e-267	3.0780110463986e-267	ELN	BGI_novel_T032585,BGI_novel_T032580,NM_001278913.1,NM_001278912.1,XM_005250188.1,XM_017011813.1,XM_011515870.1,NM_001081754.2,BGI_novel_T032579,BGI_novel_T032576,NM_001081753.2,BGI_novel_T032578,NM_001081752.2,NM_001278917.1,NM_001081755.2,BGI_novel_T032583,XM_011515875.1,XM_011515869.1,NM_000501.3,XM_011515868.1,NM_001278939.1,BGI_novel_T032586,XM_011515871.1,NM_001278915.1,XM_011515876.1,BGI_novel_T032584,XM_017011814.1,BGI_novel_T032588,BGI_novel_T032582,XM_011515873.1,XM_011515872.1,NM_001278914.1,XM_011515874.1,XM_011515877.1,XM_005250187.1,BGI_novel_T032581,BGI_novel_T032587,BGI_novel_T032577,NM_001278916.1,NM_001278918.1	Known_gene	40	74027772	74070180	chr7	+	42409	3967	10.69	0.36	13.85	2.2	10.51	0.94	0.6	2.29	1.62	0.15
200634	1.84	56.696	4.71478221027713	0	0	KRTCAP3	NM_173853.3,NM_001168364.1,NM_001321325.1	Known_gene	3	27442366	27446481	chr2	+	4116	956	0.83	1.01	0.85	5.88	0.63	52.5	45.15	57.31	69.33	59.19
201163	17.806	2.25	-3.25239153425676	0	0	FLCN	BGI_novel_T015105,BGI_novel_T015107,XM_017024308.1,XM_011523721.2,XM_017024309.1,BGI_novel_T015106,XM_011523719.2,XM_011523716.1,XM_017024307.1,XM_017024306.1,XM_017024304.1,XM_017024305.1,XM_011523714.2,XM_011523718.2,NM_144997.5,NM_144606.5	Known_gene	16	17206908	17237188	chr17	-	30281	5424	13.08	39.37	6.09	18.6	11.89	3.8	2.24	1.58	0.71	2.92
2014	293.892	21.054	-3.94863046850608	0	0	EMP3	NM_001425.2,XM_011526605.2,NM_001313905.1	Known_gene	3	48325372	48330555	chr19	+	5184	829	256.38	83.91	387.95	547.81	193.41	9.57	40.3	6.41	17.78	31.21
201501	1.57	9.176	3.03131883752104	0	0	ZBTB7C	XM_017025606.1,XM_005258229.4,BGI_novel_T017127,BGI_novel_T017128,XM_011525869.2,XM_011525863.2,XM_011525861.2,NM_001039360.2,XM_017025607.1,XM_017025608.1,NM_001318841.1,XM_011525864.2,XM_011525871.2,XM_017025609.1,XM_011525866.2,XM_011525865.2,XM_011525867.2,XM_011525870.2,XM_017025605.1	Known_gene	19	48026886	48412639	chr18	-	385754	6753	0.07	6.39	0.49	0.68	0.22	25.33	3.74	1.43	11.02	4.36
2022	114.334	23.374	-2.37900982324049	0	0	ENG	BGI_novel_T036147,NM_001114753.2,NM_000118.3,NM_001278138.1	Known_gene	4	127815012	127854773	chr9	-	39762	3201	41.62	1.45	398.7	43.91	85.99	13.53	21.83	11.53	54.94	15.04
202243	1.222	5.02	2.11905307329053	8.2042637484479e-105	1.48602046006643e-104	CCDC125	XM_017009211.1,XM_005248464.3,XM_017009209.1,NM_001297697.1,XM_011543257.2,XM_011543256.2,BGI_novel_T028655,XM_017009206.1,XM_017009207.1,XM_005248463.3,XM_005248458.4,BGI_novel_T028656,XM_006714570.3,XM_017009208.1,XM_011543255.2,BGI_novel_T028654,XM_011543259.2,XM_005248461.3,XM_006714569.3,NM_176816.4,NM_001297696.1,XM_011543258.2,XM_011543260.2,XM_005248459.4,XM_017009210.1,BGI_novel_T028657	Known_gene	26	69273087	69333069	chr5	-	59983	3942	1.51	0.67	0.89	1.34	1.7	8.23	3.48	9	2.34	2.05
202374	1.676	18.132	3.75578541508154	0	0	STK32A	BGI_novel_T029400,NM_001112724.1,XM_017009214.1,XM_011537579.2,NM_001287740.1,NM_145001.3,XM_017009213.1,XM_011537577.2,BGI_novel_T029399,XM_011537576.1,BGI_novel_T029401	Known_gene	11	147234963	147420629	chr5	+	185667	5459	4.79	0.09	0.83	1.22	1.45	7.32	21.87	20.97	17.99	22.51
