ï..Gene.ID	FK.FPKM	HN.FPKM	log2.HN.FK.	Qvalue.FK.vs.HN.	Pvalue.FK.vs.HN.	Other.Gene.ID	Transcripts	Gene.Type	Transcripts.Number	Start	End	Chr	Strand....	Length	Max.Length.of.Transcript	FK2.FPKM	FK4.FPKM	FK5.FPKM	FK6.FPKM	FK7.FPKM	HN1.FPKM	HN2.FPKM	HN3.FPKM	HN4.FPKM	HN5.FPKM
1838	6.438	36.7	2.15522915506828	0	0	DTNB	XM_017003538.1,XM_017003536.1,XM_017003537.1,NM_001320932.1,XM_011532675.1,XM_017003533.1,NM_001256304.1,XM_011532672.2,XM_011532677.2,XM_017003535.1,XM_017003531.1,XM_017003542.1,XM_017003541.1,XM_017003532.1,XM_017003545.1,XM_017003543.1,BGI_novel_T019628,XM_011532673.1,XM_011532681.2,XM_011532671.1,XM_011532676.1,XM_017003529.1,XM_011532680.2,XM_017003544.1,NM_001320936.1,NM_183361.2,NM_001320934.1,NM_001256303.1,XM_017003540.1,NM_033147.3,NM_001320937.1,NM_001320935.1,XM_017003534.1,NM_183360.2,XM_017003539.1,NM_001256308.2,XM_005264182.1,NM_001320933.1,XM_011532679.1,XM_011532674.1,NM_021907.4,NM_033148.3,XM_017003530.1	Known_gene	43	25377243	25673647	chr2	-	296405	5143	7.13	1.28	7.15	6.92	9.71	26.17	31.72	42.54	34.65	48.42
1846	1.536	13.788	3.04586962259809	0	0	DUSP4	XM_011544428.2,NM_001394.6,NM_057158.3	Known_gene	3	29333062	29350750	chr8	-	17689	8179	2.87	0.48	2.04	1.78	0.51	13.46	18.49	12.04	16.09	8.86
1944	3.35	25.31	3.21207689460772	0	0	EFNA3	BGI_novel_T002847,NM_004952.4,BGI_novel_T002846	Known_gene	3	155078872	155087538	chr1	+	8667	1782	1.35	6.62	4.48	2.61	1.69	37.29	18.51	13.75	43.66	13.34
1945	3.596	18.19	2.29238203996003	2.03385834782223e-160	2.83557258428194e-160	EFNA4	NM_005227.2,NM_182690.2,NM_182689.1	Known_gene	3	155063737	155069553	chr1	+	5817	1257	1.16	3.84	5.58	4.66	2.74	15.86	6.94	30.24	30.58	7.33
1999	3.882	69.532	4.44907867318934	0	0	ELF3	BGI_novel_T003594,NM_004433.4,XM_005244942.2,NM_001114309.1,BGI_novel_T003595	Known_gene	5	202010519	202017188	chr1	+	6670	3695	0.34	15.64	1.98	1.12	0.33	95.69	35.85	77.11	93.92	45.09
2001	1.16	50.56	5.89399930992398	0	0	ELF5	BGI_novel_T006384,NM_198381.1,BGI_novel_T006385,XM_017017308.1,NM_001243080.1,XM_017017309.1,NM_001243081.1,NM_001422.3	Known_gene	8	34478791	34513800	chr11	-	35010	2451	0.12	5.22	0.1	0	0.36	12.96	28.28	77.14	61.29	73.13
200634	1.84	56.696	4.71478221027713	0	0	KRTCAP3	NM_173853.3,NM_001168364.1,NM_001321325.1	Known_gene	3	27442366	27446481	chr2	+	4116	956	0.83	1.01	0.85	5.88	0.63	52.5	45.15	57.31	69.33	59.19
201501	1.57	9.176	3.03131883752104	0	0	ZBTB7C	XM_017025606.1,XM_005258229.4,BGI_novel_T017127,BGI_novel_T017128,XM_011525869.2,XM_011525863.2,XM_011525861.2,NM_001039360.2,XM_017025607.1,XM_017025608.1,NM_001318841.1,XM_011525864.2,XM_011525871.2,XM_017025609.1,XM_011525866.2,XM_011525865.2,XM_011525867.2,XM_011525870.2,XM_017025605.1	Known_gene	19	48026886	48412639	chr18	-	385754	6753	0.07	6.39	0.49	0.68	0.22	25.33	3.74	1.43	11.02	4.36
2019	1	35.018	5.08731376223114	0	0	EN1	NM_001426.3,BGI_novel_T020711,BGI_novel_T020710,BGI_novel_T020712	Known_gene	4	118842171	118848183	chr2	-	6013	2962	1.48	0	1.41	0	2.11	45.84	41.49	27.16	15.78	44.82
202243	1.222	5.02	2.11905307329053	8.2042637484479e-105	1.48602046006643e-104	CCDC125	XM_017009211.1,XM_005248464.3,XM_017009209.1,NM_001297697.1,XM_011543257.2,XM_011543256.2,BGI_novel_T028655,XM_017009206.1,XM_017009207.1,XM_005248463.3,XM_005248458.4,BGI_novel_T028656,XM_006714570.3,XM_017009208.1,XM_011543255.2,BGI_novel_T028654,XM_011543259.2,XM_005248461.3,XM_006714569.3,NM_176816.4,NM_001297696.1,XM_011543258.2,XM_011543260.2,XM_005248459.4,XM_017009210.1,BGI_novel_T028657	Known_gene	26	69273087	69333069	chr5	-	59983	3942	1.51	0.67	0.89	1.34	1.7	8.23	3.48	9	2.34	2.05
202374	1.676	18.132	3.75578541508154	0	0	STK32A	BGI_novel_T029400,NM_001112724.1,XM_017009214.1,XM_011537579.2,NM_001287740.1,NM_145001.3,XM_017009213.1,XM_011537577.2,BGI_novel_T029399,XM_011537576.1,BGI_novel_T029401	Known_gene	11	147234963	147420629	chr5	+	185667	5459	4.79	0.09	0.83	1.22	1.45	7.32	21.87	20.97	17.99	22.51
2064	2.132	20.606	3.25820816070742	0	0	ERBB2	NM_001005862.2,NM_001289938.1,NM_001289937.1,NM_001289936.1,NM_004448.3,BGI_novel_T015546	Known_gene	6	39688084	39728662	chr17	+	40579	4923	1.86	2.23	3.7	1.2	1.67	37.44	14.26	13.99	23.56	13.78
2065	4.024	19.03	2.36028294343043	0	0	ERBB3	NM_001982.3,BGI_novel_T008760,NM_001005915.1,BGI_novel_T008759	Known_gene	4	56080025	56103507	chr12	+	23483	5757	2.67	11.89	2.16	1.11	2.29	21.58	18.89	19.53	20.2	14.95
2115	3.71	24.508	2.35425599586054	0	0	ETV1	BGI_novel_T031984,XM_005249635.4,NM_001163150.1,NM_001163152.1,XM_011515167.2,BGI_novel_T031983,BGI_novel_T031985,NM_004956.4,NM_001163151.1,NM_001163148.1,NM_001163147.1,XM_011515168.2,XM_011515170.2,NM_001163149.1,XM_005249636.4	Known_gene	15	13891229	13992795	chr7	-	101567	8332	6.97	0.04	4.68	1.46	5.4	15.48	10.2	34.37	22.25	40.24
2118	1.312	7.224	2.24603930557471	6.76898300586873e-103	1.24203726054146e-102	ETV4	NM_001261438.1,NM_001261439.1,BGI_novel_T015679,BGI_novel_T015678,NM_001079675.2,NM_001261437.1,NM_001986.2,XM_017024349.1,BGI_novel_T015676,XM_011524514.1,BGI_novel_T015677	Known_gene	11	43527843	43546432	chr17	-	18590	2587	1.2	0.05	4.03	0.96	0.32	7.27	2.65	9.24	7.02	9.94
214	5.492	38.476	2.81947408225658	0	0	ALCAM	BGI_novel_T025482,NM_001243281.1,NM_001243280.1,BGI_novel_T025481,NM_001243283.1,NM_001627.3	Known_gene	6	105366713	105576913	chr3	+	210201	5008	10.87	2.16	4.47	2.04	7.92	45.21	32.85	48.05	41.94	24.33
2150	3.756	17.892	2.5614245545953	0	0	F2RL1	NM_005242.4,XM_017009223.1	Known_gene	2	76819008	76835315	chr5	+	16308	2883	0.67	15.46	0.74	1.79	0.12	16.56	7.87	28.58	20.6	15.85
2180	14.278	148.8	3.42903295146916	0	0	ACSL1	NM_001286711.1,XM_017007888.1,XM_011531742.1,XM_005262828.1,NM_001286712.1,XM_017007887.1,XM_017007889.1,XM_005262831.1,NM_001286710.1,XM_005262829.1,NM_001995.3,NM_001286708.1	Known_gene	12	184755595	184826593	chr4	-	70999	4104	11.41	26.16	8.81	14.55	10.46	159.25	134.63	123.67	154.28	172.17
2181	22.57	161.46	2.87438764444134	0	0	ACSL3	XM_017003584.1,NM_004457.3,NM_203372.1	Known_gene	3	222861014	222943401	chr2	+	82388	4361	44.63	23.75	18.38	8.41	17.68	120.73	157.03	151.5	144.18	233.86
219970	2.112	158.126	5.72368715273091	0	0	GLYATL2	XM_017017337.1,BGI_novel_T006625,XM_011544809.2,NM_145016.3,XM_017017338.1,BGI_novel_T006624	Known_gene	6	58834065	58905699	chr11	-	71635	2053	2.98	0.52	1.99	4.99	0.08	90.67	47.67	69.93	166.48	415.88
2203	4.274	22.312	2.39411475262662	1.56411227811597e-282	1.49697343417371e-282	FBP1	NM_001127628.1,NM_000507.3,XM_006717005.3	Known_gene	3	94603133	94640257	chr9	-	37125	1596	4.06	3.04	7.92	3.22	3.13	17.57	23.49	37	30.52	2.98
222	8.188	42.258	2.41292332581718	0	0	ALDH3B2	BGI_novel_T006997,NM_001031615.1,BGI_novel_T006995,NM_000695.3,BGI_novel_T006996	Known_gene	5	67662161	67681214	chr11	-	19054	2883	1.39	17.43	8.41	12.84	0.87	63.73	29.68	46.24	61.11	10.53
222484	1.108	6.336	2.72370569614226	6.93187222389678e-283	6.62322577453143e-283	LNX2	NM_153371.3,XM_011534995.2,XM_017020434.1	Known_gene	3	27545913	27621106	chr13	-	75194	4804	0.92	2.5	0.69	0.28	1.15	5.15	6.6	2.92	5.16	11.85
223	34.574	160.852	2.21389802509319	0	0	ALDH9A1	NM_000696.3,XM_011509294.2	Known_gene	2	165662212	165698663	chr1	-	36452	2555	37.07	39.53	43.06	20.44	32.77	134.93	125.42	193.17	138.6	212.14
2263	2.258	8.514	2.01702028492217	1.22470244137152e-225	1.3731256642448e-225	FGFR2	NM_022970.3,XM_006717711.2,NM_000141.4,BGI_novel_T005746,XM_017015923.1,NM_023029.2,XM_017015920.1,NM_001320654.1,NM_001144914.1,XM_006717708.2,XM_017015922.1,NM_001144915.1,NM_001144916.1,NM_001144919.1,NM_001144918.1,XM_017015924.1,XM_017015925.1,BGI_novel_T005745,XM_017015921.1,BGI_novel_T005747,NM_001144917.1,NM_001144913.1,XM_006717712.2,BGI_novel_T005744,XM_006717710.3,NM_001320658.1	Known_gene	26	121478330	121598656	chr10	-	120327	5693	2.12	6.89	0.4	0.68	1.2	8.46	3.74	12.1	7.16	11.11
2272	1.966	10.688	2.52093671241776	2.3264190910739e-154	3.33844099744196e-154	FHIT	XM_017005885.1,BGI_novel_T025263,XM_017005881.1,XM_017005883.1,BGI_novel_T025264,NM_001166243.2,BGI_novel_T025262,XM_017005882.1,NM_001320901.1,XM_017005886.1,XM_017005880.1,NM_001320899.1,NM_002012.3,NM_001320900.1,XM_017005884.1,BGI_novel_T025261	Known_gene	16	59747278	61251474	chr3	-	1504197	5859	2.05	2.13	2.19	0.95	2.51	8.07	11.3	6.71	17.49	9.87
22808	5.064	22.27	2.04846494478852	0	0	MRAS	NM_001085049.2,NM_012219.4,NM_001252093.1,NM_001252092.1,NM_001252091.1,NM_001252090.1,XM_005247229.2,XM_017005887.1,XM_005247228.1	Known_gene	9	138347648	138405535	chr3	+	57888	4589	8.82	0.11	6.16	5.7	4.53	10.61	17.43	25.57	32.21	25.53
22824	3.126	18.278	2.81696715545463	0	0	HSPA4L	BGI_novel_T027726,NM_001317383.1,XM_011531745.2,BGI_novel_T027727,BGI_novel_T027725,NM_014278.3,NM_001317382.1,NM_001317381.1	Known_gene	8	127781821	127834073	chr4	+	52253	4061	2.14	7.19	1.22	2.55	2.53	24.55	23.98	13.88	14.97	14.01
22849	1.294	15.188	3.59288370558106	0	0	CPEB3	NM_014912.4,BGI_novel_T005243,BGI_novel_T005245,BGI_novel_T005241,XM_017015927.1,XM_011539514.2,XM_006717715.3,BGI_novel_T005244,XM_005269630.4,XM_011539515.2,XM_011539518.2,BGI_novel_T005240,BGI_novel_T005246,XM_011539517.2,XM_011539522.2,XM_011539520.2,NM_001178137.1,XM_011539523.2,BGI_novel_T005242,XM_006717714.3,XM_011539519.2	Known_gene	21	92045722	92291118	chr10	-	245397	9028	0.93	1.16	1.02	2.77	0.59	12.75	12.85	19.26	19.44	11.64
2288	11.562	66.662	2.35830853735526	0	0	FKBP4	BGI_novel_T007902,NM_002014.3,BGI_novel_T007901,XM_011520929.2,BGI_novel_T007900	Known_gene	5	2794942	2805423	chr12	+	10482	3859	10.56	3.46	23.35	10.34	10.1	63.49	34.21	66.68	125.81	43.12
22909	2.98	13.256	2.0492533971485	0	0	FAN1	XM_011521371.1,NM_014967.4,NM_001146095.1,BGI_novel_T011868,XM_005254232.4,XM_011521370.2,XM_005254235.3,XM_011521372.2,XM_017022012.1,NM_001146094.1,NM_001146096.1,BGI_novel_T011867,XM_005254234.4,XM_017022013.1,BGI_novel_T011866	Known_gene	15	30903695	30943108	chr15	+	39414	5167	4.93	0.12	5.01	0.6	4.24	20.51	10.76	14.63	11.28	9.1
22924	1.57	8.2	2.30088616156558	5.33761913338094e-124	8.67868833412168e-124	MAPRE3	XM_011532700.1,NM_012326.3,NM_001303050.1,XM_017003597.1,XM_006711967.3	Known_gene	5	26970371	27027219	chr2	+	56849	2156	1.11	1.18	3.61	0.53	1.42	14.05	6.75	4.53	9.34	6.33
22925	4.54	81.474	4.29292873195187	0	0	PLA2R1	BGI_novel_T021102,XM_011510820.2,BGI_novel_T021100,XM_017003598.1,BGI_novel_T021106,BGI_novel_T021103,XM_017003602.1,BGI_novel_T021105,XM_017003599.1,XM_005246392.3,NM_007366.4,XM_017003601.1,BGI_novel_T021101,XM_017003600.1,BGI_novel_T021104,NM_001007267.2,NM_001195641.1	Known_gene	17	159928384	160062902	chr2	-	134519	8832	5.13	7.63	2.78	1.55	5.61	45.16	61.12	118.94	87.46	94.69
22934	1.756	8.516	2.22114581152134	1.59682787345967e-111	2.78811291423893e-111	RPIA	BGI_novel_T020323,NM_144563.2	Known_gene	2	88691658	88750935	chr2	+	59278	1834	3.4	0.19	2.75	0	2.44	9.55	9.56	7.28	7.67	8.52
22949	30.846	142.45	2.28763730399776	0	0	PTGR1	XM_011518395.2,XM_011518394.2,NM_001146108.1,XM_017014485.1,NM_012212.3,NM_001146109.1,BGI_novel_T035912	Known_gene	7	111549722	111599855	chr9	-	50134	1569	31.14	55.79	29.33	10.13	27.84	170.36	135.48	155.35	80.73	170.33
22996	1.42	11.45	3.42695571663097	0	0	TTC39A	XM_011541050.2,NM_001297667.1,NM_001297663.1,BGI_novel_T001674,XM_011541052.2,XM_006710471.2,BGI_novel_T001676,BGI_novel_T001675,NM_001297662.1,BGI_novel_T001673,NM_001297665.1,NM_001297666.1,XM_011541048.2,XM_011541049.2,NM_001144832.2,XM_005270644.2,NM_001297664.1,XM_011541053.2,XM_017000715.1,NM_001080494.3,XM_011541051.2,XM_011541054.2	Known_gene	22	51287258	51345116	chr1	-	57859	3040	0.1	3.88	0.83	2.07	0.22	3.79	3.9	17.05	9.81	22.7
23170	1.346	7.378	2.63199231239737	1.08086827528077e-227	1.20623557103577e-227	TTLL12	BGI_novel_T024176,NM_015140.3	Known_gene	2	43166320	43187131	chr22	-	20812	3383	0.62	0.98	2.82	0.59	1.72	8.73	6.53	4.52	13.47	3.64
23171	8.772	64.906	2.97359020157186	0	0	GPD1L	NM_015141.3,XM_006713068.2	Known_gene	2	32106511	32168715	chr3	+	62205	4062	7.17	15.33	8.99	2.54	9.83	59.47	59.74	63.49	52.17	89.66
23242	1.234	12.132	3.64159490327928	0	0	COBL	XM_005271756.1,BGI_novel_T032378,BGI_novel_T032377,XM_011515240.1,XM_011515241.1,NM_001287436.1,XM_017011900.1,XM_011515237.1,NM_015198.3,XM_011515239.1,XM_005271750.1,XM_017011899.1,BGI_novel_T032376,XM_011515238.1,XM_011515235.1,XM_017011898.1,NM_001287438.1,XM_011515236.1,BGI_novel_T032380,BGI_novel_T032379,XM_005271751.1,XM_017011901.1,XM_011515234.1	Known_gene	23	51016212	51316818	chr7	-	300607	5592	0.35	4.93	0.47	0.22	0.2	15.15	5.92	12.8	12.1	14.69
2330	6.304	77.52	3.94623658097007	0	0	FMO5	XM_017000801.1,XM_006711244.3,XM_005272948.4,BGI_novel_T002572,XM_005272946.4,XM_006711245.3,XM_017000802.1,BGI_novel_T002573,NM_001144829.2,XM_011509351.2,NM_001144830.2,XM_011509350.2,XM_005272947.4,NM_001461.3	Known_gene	14	147183963	147225798	chr1	-	41836	5308	4.89	15.23	3.8	2.39	5.21	43.75	56.1	82.89	74.08	130.78
23303	2.828	10.94	2.02851414757169	0	0	KIF13B	XM_011544459.2,BGI_novel_T033902,XM_011544461.1,BGI_novel_T033900,XM_005273458.1,XM_011544458.1,BGI_novel_T033903,XM_011544457.1,NM_015254.3,BGI_novel_T033901,XM_017013257.1,XM_011544460.2,BGI_novel_T033899	Known_gene	13	29067278	29263384	chr8	-	196107	10280	2.5	5.44	2.16	1.56	2.48	10.34	13.59	7.75	6.18	16.84
23321	5.88	37.944	2.50692053808679	0	0	TRIM2	BGI_novel_T027930,XM_011531795.1,XM_017007943.1,XM_006714165.3,XM_017007948.1,XM_017007952.1,NM_001302693.1,XM_017007953.1,NM_001130067.1,XM_006714160.1,XM_006714161.1,XM_011531796.2,XM_017007945.1,XM_006714159.3,XM_017007954.1,XM_006714162.1,XM_017007951.1,XM_017007949.1,XM_017007944.1,XM_006714157.1,XM_011531798.2,NM_015271.4,NM_001302694.1,XM_017007946.1,XM_017007950.1,XM_017007947.1,XM_011531794.1,XM_006714158.1,XM_017007955.1,NM_001302692.1	Known_gene	30	153152281	153339322	chr4	+	187042	7699	8.43	2.64	6.75	5.39	6.19	29.25	35.09	41.01	40.28	44.09
23382	1.18	4.532	2.00958702336855	1.66869567529711e-159	2.34116355411358e-159	AHCYL2	XM_017011907.1,XM_011515988.2,XM_011515987.2,NM_001130723.2,XM_017011906.1,NM_001130720.2,XM_005250237.1,NM_001130722.2,XM_017011905.1,BGI_novel_T033223,BGI_novel_T033222,XM_017011904.1,NM_015328.3	Known_gene	13	129225014	129430211	chr7	+	205198	6039	1.91	0.02	1.44	0.44	2.09	1.84	6.62	2.39	4.57	7.24
23428	3.936	16.096	2.1067230878704	0	0	SLC7A8	BGI_novel_T010754,NM_012244.3,NM_001267036.1,NM_182728.2,NM_001267037.1	Known_gene	5	23125295	23183660	chr14	-	58366	4236	1.58	1.95	8.72	2.9	4.53	18.54	17.68	22.16	13.33	8.77
23443	5.196	22.294	2.08938683570663	0	0	SLC35A3	NM_012243.2,XM_011541138.2,XM_017000869.1,XM_017000872.1,XM_011541135.2,XM_005270691.4,XM_011541136.2,XM_017000871.1,NM_001271685.1,XM_017000870.1,NM_001271684.1,BGI_novel_T002179,XM_011541137.2	Known_gene	13	99969367	100026979	chr1	+	57613	6307	5.84	12.52	4.61	0.95	2.06	26.22	16.99	27.67	19.04	21.55
2346	1.364	13.316	3.3060950527184	0	0	FOLH1	XM_017017446.1,XM_011519958.2,XM_017017434.1,NM_001014986.1,XM_017017433.1,XM_017017449.1,XM_017017439.1,XM_017017451.1,XM_017017448.1,NM_001193471.1,NM_001193472.1,NM_001193473.1,XM_017017436.1,XM_017017444.1,XM_017017442.1,XM_017017445.1,NM_004476.1,XM_017017440.1,XM_017017441.1,XM_017017450.1,XM_017017438.1,XM_017017437.1,XM_017017447.1,XM_017017432.1,XM_017017435.1,XM_017017443.1	Known_gene	26	49145094	49208706	chr11	-	63613	4308	1.84	0.41	1.03	2.89	0.65	16.3	6.91	12.33	11.23	19.81
23650	24.05	85.908	2.09867206813501	0	0	TRIM29	XM_017017454.1,BGI_novel_T007667,XM_011542732.1,XM_017017453.1,XM_011542729.1,XM_005271490.1,XM_011542733.1,NM_012101.3	Known_gene	8	120111286	120138179	chr11	-	26894	3145	3.75	79.48	17.43	16.56	3.03	153.26	100.95	61.94	89.38	24.01
23677	5.364	35.946	2.66351834711017	0	0	SH3BP4	XM_011510893.1,BGI_novel_T021991,NM_014521.2,XM_011510892.1,XM_011510894.2,XM_011510891.2	Known_gene	6	234951984	235055714	chr2	+	103731	7550	5.58	1.03	8.34	3.7	8.17	47.76	30.04	27.03	41.44	33.46
247	1.042	112.536	6.64609103989021	0	0	ALOX15B	NM_001141.2,NM_001039131.1,NM_001039130.1	Known_gene	3	8039040	8049134	chr17	+	10095	2716	0	0.08	3.53	0.28	1.32	50.69	76.42	97.58	283.32	54.67
2487	13.984	212.534	3.86098531131978	0	0	FRZB	NM_001463.3	Known_gene	1	182833275	182866770	chr2	-	33496	2770	21.3	5.68	20.67	8.11	14.16	90.14	118.19	234.87	298.71	320.76
2524	1.986	10.994	2.47468108093916	4.07237672205923e-181	5.24729541420231e-181	FUT2	BGI_novel_T018845,BGI_novel_T018844,NM_001097638.2,BGI_novel_T018842,NM_000511.5,BGI_novel_T018843,BGI_novel_T018846	Known_gene	7	48695971	48705979	chr19	+	10009	3099	0.65	5.44	0.56	2.48	0.8	14.2	1.62	10.51	9.35	19.29
253152	1.356	17.258	3.56998656809873	9.13607246896136e-278	8.82802173052532e-278	EPHX4	NM_173567.4	Known_gene	1	92029976	92063536	chr1	+	33561	1443	0.3	0	3.29	0.44	2.75	0.56	18.01	25.8	16.12	25.8
253190	7.736	269.58	5.0363184071419	0	0	SERHL2	XM_017028739.1,XM_017028738.1,NM_014509.4,BGI_novel_T024149,NM_001284334.1	Known_gene	5	42553862	42574382	chr22	+	20521	1512	6.2	6.51	7	13.44	5.53	460.46	102.36	130.02	403.75	251.31
255104	2.764	12.53	2.0553782423093	2.94709930194794e-242	3.13792817122619e-242	TMCO4	BGI_novel_T000908,BGI_novel_T000909,XM_005245824.4,XM_017000919.1,BGI_novel_T000892,BGI_novel_T000904,XM_005245822.4,BGI_novel_T000887,BGI_novel_T000910,XM_005245825.4,NM_181719.4,XM_017000920.1,BGI_novel_T000893,XM_011541179.2,BGI_novel_T000905,BGI_novel_T000907,BGI_novel_T000900,BGI_novel_T000897,BGI_novel_T000902,BGI_novel_T000894,BGI_novel_T000889,XM_011541181.1,XM_011541180.2,BGI_novel_T000888,BGI_novel_T000903,BGI_novel_T000886,XM_005245827.3,BGI_novel_T000898,XM_017000917.1,BGI_novel_T000899,BGI_novel_T000896,BGI_novel_T000906,XM_017000921.1,XM_017000922.1,XM_017000916.1,XM_011541185.2,BGI_novel_T000890,XM_017000913.1,BGI_novel_T000891,XM_017000915.1,BGI_novel_T000895,XM_011541186.2,XM_006710551.3,XM_017000914.1,XM_017000918.1,BGI_novel_T000901	Known_gene	46	19682213	19800385	chr1	-	118173	3604	1.76	0.21	6.36	3.01	2.48	18.17	9.71	19.92	10.89	3.96
2589	4.406	17.148	2.00912550652712	0	0	GALNT1	XM_005258239.3,XM_017025692.1,NM_020474.3	Known_gene	3	35581066	35711834	chr18	+	130769	4073	7.15	5.31	3.33	1.39	4.85	15.42	23.3	21.82	11.25	13.95
2591	3.138	20.864	2.92874264246553	0	0	GALNT3	XM_017003770.1,XM_005246449.1,XM_011510929.1,NM_004482.3	Known_gene	4	165747803	165796352	chr2	-	48550	5016	4.28	8.2	0.48	1.16	1.57	26.32	7.41	25.42	17.4	27.77
25928	6.698	516.082	6.48124287932091	0	0	SOSTDC1	XM_017011943.1,NM_015464.2	Known_gene	2	16461481	16496513	chr7	-	35033	1949	6.96	20.95	1.84	0	3.74	445.06	692.16	321.95	389.61	731.63
25984	13.108	131.832	3.90156287692272	0	0	KRT23	NM_001282433.1,NM_015515.4,XM_005257200.4,XM_011524595.1	Known_gene	4	40922696	40937643	chr17	-	14948	2210	2.24	58.04	1.72	1.26	2.28	218.34	147.34	101.35	87.31	104.82
260293	6.716	37.894	2.49345528079314	0	0	CYP4X1	XM_017000973.1,NM_178033.1,NM_001320290.1,BGI_novel_T001641,NM_001320289.1	Known_gene	5	46961364	47055432	chr1	+	94069	2417	5.55	7.03	6.25	9.25	5.5	10.49	27.45	32.42	38.48	80.63
260425	1.174	5.508	2.26751357830749	4.17584498185165e-254	4.29914332970038e-254	MAGI3	BGI_novel_T002340,XM_017000974.1,NM_001142782.1,BGI_novel_T002339,XM_011541208.2,NM_152900.2,BGI_novel_T002338,XM_017000975.1,XM_005270737.3,BGI_novel_T002341	Known_gene	10	113390474	113686999	chr1	+	296526	8924	3.03	0.97	0.87	0.01	0.99	7.91	5.19	3.04	2.13	9.27
26053	1.476	8.136	2.15266987121921	0	0	AUTS2	BGI_novel_T032523,BGI_novel_T032528,NM_001127232.2,XM_011516013.2,BGI_novel_T032525,BGI_novel_T032527,BGI_novel_T032524,BGI_novel_T032521,NM_001127231.2,XM_011516014.2,BGI_novel_T032520,XM_005250257.2,XM_011516011.2,BGI_novel_T032522,BGI_novel_T032519,XM_011516010.2,XM_017011951.1,XM_011516012.2,XM_011516018.2,XM_011516017.2,BGI_novel_T032526,NM_015570.3	Known_gene	22	69598475	70793068	chr7	+	1194594	15409	1.64	1.38	1.63	0.62	2.11	5.86	5.31	8.03	9.29	12.19
26095	1.202	6.26	2.71587203553655	1.66243993153668e-157	2.35767373996959e-157	PTPN20	XM_017016059.1,XM_017016044.1,XM_017016061.1,NM_001320684.1,BGI_novel_T004748,XM_011539611.2,XM_017016054.1,NM_001320689.1,XM_017016042.1,XM_011539606.2,XM_011539607.2,XM_011539610.2,BGI_novel_T004752,NM_001320690.1,XM_017016046.1,XM_017016048.1,XM_017016047.1,NM_001320691.1,NM_001042359.3,BGI_novel_T004763,XM_017016043.1,XM_017016062.1,XM_017016049.1,BGI_novel_T004755,NM_001042357.4,XM_017016051.1,BGI_novel_T004760,BGI_novel_T004753,XM_017016050.1,BGI_novel_T004764,XM_017016055.1,XM_017016056.1,BGI_novel_T004750,XM_017016064.1,XM_017016060.1,XM_017016045.1,BGI_novel_T004762,BGI_novel_T004758,NM_001320685.1,XM_017016063.1,NM_001042358.4,NM_001042365.3,BGI_novel_T004761,XM_017016053.1,NM_001320682.1,NM_001320681.1,XM_011539605.2,NM_001042361.4,NM_001042362.3,NM_001320683.1,NM_001320688.1,XM_017016057.1,BGI_novel_T004759,BGI_novel_T004749,BGI_novel_T004757,NM_015605.8,XM_017016065.1,BGI_novel_T004756,BGI_novel_T004747,NM_001042364.4,BGI_novel_T004754,XM_017016058.1,NM_001320686.1,XM_017016052.1,NM_001042363.4,BGI_novel_T004751,NM_001042360.3	Known_gene	67	46911134	47003834	chr10	+	92701	4307	2.77	1.32	0.79	0	1.13	3.55	8.2	6.86	9.17	3.52
26298	30.846	170.128	2.80107853091851	0	0	EHF	NM_001206616.1,XM_011519983.1,BGI_novel_T006388,BGI_novel_T006389,XM_011519984.1,XM_017017534.1,BGI_novel_T006386,XM_005252860.1,NM_012153.5,XM_005252857.1,XM_011519985.1,NM_001206615.1,XM_005252862.1,XM_005252861.1,BGI_novel_T006387	Known_gene	15	34621041	34663288	chr11	+	42248	5557	4.48	130.85	2.54	15.23	1.13	113.05	146.52	207.62	162.89	220.56
2651	1.444	27.3	4.56734194775753	0	0	GCNT2	NM_001491.2,XM_017010732.1,BGI_novel_T029914,XM_006715052.3,XM_005248997.3,NM_145649.4,BGI_novel_T029915,NM_145655.3,XM_011514466.2,XM_011514468.2,XM_005248999.2	Known_gene	11	10521283	10629368	chr6	+	108086	4672	1.77	0.41	1.73	0.81	2.5	20.38	31.39	41.57	17.79	25.37
26751	15.966	73.834	2.26161971361036	0	0	SH3YL1	NM_015677.3,BGI_novel_T019354,BGI_novel_T019363,BGI_novel_T019362,BGI_novel_T019359,BGI_novel_T019358,BGI_novel_T019356,BGI_novel_T019364,BGI_novel_T019361,BGI_novel_T019355,NM_001282687.1,BGI_novel_T019357,NM_001159597.2,BGI_novel_T019360,NM_001282682.1	Known_gene	15	218136	264866	chr2	-	46731	4546	18.5	29.24	9.2	11.35	11.54	53.95	66.93	74.74	54.59	118.96
2678	1.31	16.114	3.53512137039906	0	0	GGT1	BGI_novel_T023714,BGI_novel_T023707,NM_013430.2,BGI_novel_T023718,BGI_novel_T023717,BGI_novel_T023721,BGI_novel_T023720,NM_013421.2,BGI_novel_T023713,BGI_novel_T023722,BGI_novel_T023715,BGI_novel_T023719,BGI_novel_T023716,NM_001288833.1	Known_gene	14	24583750	24629005	chr22	+	45256	2675	1.32	0	2.7	0.94	1.59	7.15	9.19	11.66	42.65	9.92
